	author	comment
352	Makeveli Customs	I remember this was my Gimps favorite song 🎶 😩 I sure do miss the SOB 😢 his name was Christopher.
353	Alex M	Absolutely love this song and it brings back the best memories
354	Gina Arevalo	Hi Sophia it's TIA Gina love wishing you the best in life may you get everything you deserve and more
355	Sogg Man	The waffle house has found it’s new host.
356	Klaurc Schwackerberg	This could well be a Nirvana album hit song !
357	James Xavier	People who listened this song please like and reply please..
358	adam cairo	From 17 years iam never forget this track ✌️
359	Zoey	جنت اسمع ابو صكر خل اعقم خربيك
360	ultraviolence	اهخ
361	ultraviolence	ياربي صوته تعقيم
362	Sarah Stockdale	This song caresses the wierdo in me
363	Ceryane Cayir	2023 👍🏽
364	Neon Garbage	Listening to this to spite Thom Yorke
365	Jayslo	Alguien en 2023?
366	↞Jamz↠	Never gonna get tired of this song. It’s timeless
367	#FluffyMusician	JANUARY 2023 ANYONE?
368	Nar Maya	👌
369	PDS GRAFICA	Brasil! The context of the scene from A Man from the Future with this song is sensationa
370	GNNASCARFAN 24	Discord Mods favorite song:
371	Brian Smith	One of best songs of the 90s.
372	Fernando Aldrete Villareal	Están mejor los temerarios
373	rajko	W band
374	Super Jump Bros	Can't believe they tried to spoil their own song but ended up making it greater!
375	ghostintheattic	Fuck.. I listened to this song years ago. Today I rehearsed it with a 90s grunge band off the cuff after not thinking about it for a few decades.. and now I HEAR it 👀. Brilliant. And damn does this resonate.
376	Bennet Marques	Kurt Cobain alive.... This song would be in his ringtone list.... Lol
377	Club Mogambo	In its time, the absolute perfect song matched by an absolute perfect video.
378	Mich Ripoll	Eata canción sale en alguna serie o película?
379	Andreza Aquino	Eu sou muito grata por ter conhecido essa música e como a conheci.
380	Steve21 Salpu	2:25 is so épic, Perfect song ever ✨
381	juanita	me
382	Jonathan White	Still sums how I Fell About someone I cant get back,my F` Loss, Creep.
383	Ellie Lyons	Nioce
384	Choza Dnsk	la puedo escuchar un millon de veces y no me aburre al contrario me gusta mas .
385	Ishica Singhal	2023 and very much alive
386	SHAKUR	Lyrics: When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
387	puppykyu	here in January 2023 who else?😊
388	S P	👂🏾2023🌹🌹❤️👌🏾
389	Jonier Alexander Correa	En pocas palabras no merezco este amor
390	Andi Arbes	2023
391	Yuri Lapurga	noypi :)
392	Johanna Magallon	ik it’s a meme song but like
393	Rdrvgs	If I could make a wish....I think I'd pass....
394	i wish i was that loaf of bread	I listened to this while eating a huge-ass bread
395	OrganicMechanic	One of my favourite Radiohead tracks to cover on bass
396	susan529	Perfect.
397	Mitsuo Mits	The words of this song hit you like a truck... dang!
398	Happy Animals	My love ❤❤❤❤always Radiohead ❤❤❤❤❤❤
399	imagine	I wish I was special but I don't belong here !
400	Liliana Betancourt	Que el rock nunca termine!!
401	Wesley Van Huynegem	Fack best sound ever to relax 🤯 love it
402	g0uk1FPS	When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
403	Thug Turtle	In a beautiful world
404	Jose Luis Berumen Sanchez	2023
405	MysOneC	Pretty good, though definitely not Radiohead’s best
406	A K	Love 💙
407	SamkiP	I WANT A PERFECT BODYYYYYYYYYYYYYYYYYYYYYYYY ☹☹☹☹☹☹☹☹☹☹
408	Michael Quint	My fav song and one of my audition song for artist ❤❤❤
409	Jen	I just read an article about the history of this song and Radioheads negative feelings about it. I did not know they disliked it , started calling it “ crap” and hardly ever played it. The clunks in the song are apparently one of the band members trying to “ ruin” it , and it flunked in the UK charts at first but was picked up by an American college station where it started to take off . It was first recorded as the band were playing it as a warm up song , without their knowledge , which is why is sounds so powerful because it was utterly self conscious. Interesting! Probably my one of my favourite songs ever and OMG are the band deaf? How can they hate this beautiful, melodic, touching , souring , magnificent and timeless song?
410	Kai_n_interesse !!	The zieglesiase schaffen alles
411	alberto chale	genial
412	Phoenix_Me_	🖤🖤🖤🖤
413	Mauro Perotti	The best
414	Maxima Culpa	Я утопаю в этих глазах, ведь ты словно ангел на небесах..
415	Amman Ojha	real (lyrics are exactly relatable )
416	W i s h s t i C	I was born in the morning,but not this morning....... dis- songs still GreaT!!
417	Marilia Delli	❤
418	Mister Zzz	Fuck this hurt so bad.
419	last train at 25 o'clock	sick
420	Никита Баринов	When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
421	Daniel Stevenson	What ever makes you happy.. what ever you want.. You're so fucking special...
422	kvltGoat 666	Woke liberal song
423	Cracktopia Droid	If you are a creep like my comment
424	Mike Williams	In a time they will make you feel special, might even get aroused when you sing this song or any other song. you both could “love” each other. Tomorrow you’re a creap, you don’t belong here. Smile because this is the rest of your life in a nutshell. The hurt never goes away, even when you’re old.
425	Patricia Thomas	You know where home is 😊
426	Diego Brando	cause i am pete im peter griffin holy crap this is freakin sweet i live in quahog remember the time
427	Yair Gonsalez chachapoyas	Buena rola 🤘🤘🤘🤘🤘
428	Vicki Smyth	As a teenager, used to have this playing whilst having a shower, singing it as loud as possible, much to my mothers dismay! Love you RADIOHEAD
429	\isan	EXCELENTE
430	Wasai	"""I don't belong here"", bro..."
431	Citlally Avalos	My Song Favorite 🥺✨💫
432	Ezra Torres	Do yk what it’s like going deaf at 18? I’m so scared that one day ima wake up n never hear my brother’s voice of my sister’s honestly my biggest fear to date I need consolation sb help me plz I’m going literally insane help😰I don’t know what to do no more….
433	Rose Mary Issa - Interior Wellbeing	The thunderous score is one of a kind brilliance of yesteryear
434	Da RealDeal	The metal in that electric guitar is out of this world
435	Luis Rivero	This guitar roars, like me
436	Luis Rivero	Esa Guitarra RUGE como YO...
437	PA Anne	Such a wonderful song.
438	Yudelsy Pino	Waoooo k musica 😍😍😍😍
439	Corinne Testu	❤
440	Danny David	Excelente cancion 👌👌
441	LionNightmare ツ	This song is depresibe 😢
442	Travis Norris	Lost my dad to cancer and he always blasted this tune reminds me of him shit I miss him
443	zapadniy polus	Пролетарии всех стран - соединяйтесь © Карл Маркс, Фридрих Энгельс и я!
444	Nafosat Toshtemirova	I guess at least 1 million views is from me😂😂😂
445	HELL BOY	Creepy man with no name:)
446	Krzysztof Fojut	🇵🇱 Po prostu znakomite.
447	Sabibi	🎧🎼😘😀Bon vendredi 13 🎼🎵🎧😊🍀🍀👍
448	BIGBADPOPPAJ	Never really liked this song... Funny thing is neither does the band 🤣🤣
449	Aaron Octavio	te volvere a escuchar cuando su recuerdo ya no este presente en ella, hasta pronto 13-enero.23
450	AIMAN DANIAL	2:44
451	Heather Everett	❤️
452	Uncle Bill	One of the finest Rock songs ever written.
453	ta ya	2023年聴いてる人おる？
454	popi	4km Creep-
455	Nishant Maderna	I don't know i am a creep or not. But i love this song. Listened to it in last year winters for the first time. It was on no.1 played song in my music app today.
456	Rizal ramadhan	Temen aku umur 40 th sama 35 pada suka dan aku juga 23 Thn suka lagu nya creep
457	versmite82	Logan pookie wookie bear
458	Alan Stevens	The theme song of generations of stoners, creeps, and weirdos
459	Cory Hurst	So fuckin special, bitch. Low key passive aggressive.
460	JRMTZ	Quien mas escucha esta obra maestra un buen día de pierna en el gimnasio después de alguna decepción amorosa?
461	c3jas	Hola😃👋😃
462	RAiZEN 玲	Came here from Guitaro5000 and Greg's vid
463	Raúl Reyes	un clásico inolvidable
464	Jota Thmp	Esta canción te obliga a que debes esperar ese ser especial para dedicarle esto .
465	Dyani	in my embryonic stage and this is still my favorite song
466	ඞ	Uf, temazo xd
467	The_Joker	I’m a creep
468	Neringa Stareviciute	I know ..
469	Kristyn Dodge	🙋✨
470	BOB TREME TUDO	Top
471	킹사이다	Good!!~
472	Julio Oliveira	754,436
473	John Northedge	I wana have control I wana perfect body I wana perfect soul 🎶🎤
474	Donna Foutch	Haunting
475	John Shields	Great song. Haunting.
476	rrrusty	Uhhh, just me or does the videographer have a thing for the bass player? This song, everything.
477	Quezia Reis	Um dos hinos do rock eles arrasaram Radiohead
478	Hyung_yeong.wonchi.	"Siendo honesto soy un chico que perdió su camino y orientación desesperado en buscar una respuesta que no logro conseguir, desde muy pequeño tengo problemas para expresarme, a veces me daba envidia al ver cómo los demás niños, los chicos podían expresar ""tristeza, dolor, alegria, desagrado, ira etc"" me frustraba por que yo no puedo hacer eso siempre me costo decir lo que siento oh pienso y es algo que aun me duele ya que no lo he conseguido, lo más triste de todo es que desde muy pequeño empeze a depender de la música no solo para expresarme si no emocionalmente todo dependió de ello si estaba triste la música era quien me escuchaba oh si estaba alegre oh enojado todo y lo único que me escucho fue la música y nada más, son muchas veces que he soltado lágrimas y cuando lo hago me sorprendo por que ni yo mismo puedo comprender lo que siento y cuando me enamore por primera vez me dolió tanto por que es para mi difícil expresarme y siento que no merezco Amor y tampoco ser amado por que puedo llegar a lastimar a personas que no quiero lastimar."
479	Охаё годзаямас	Нажраться под эту песню всегда хочу 😢
480	Jeremias Muratore	im love
481	Дмитрий Чебуров	Синенькая юбочка Ленточка в косе, Кто не Знает Любочку, Любу знают все...
482	Helvio Rodrigues	Quando você esteve aqui antes Nem pude te olhar nos olhos Você é como um anjo Sua pele me faz chorar Você flutua como pluma Num mundo perfeito Eu queria ser especial Você é especial pra caralho Mas eu sou uma aberração, um esquisito Que diabos é que eu estou fazendo aqui Este não é meu lugar Não me importa se vai doer Quero ter o controle (da situação) Quero um corpo perfeito Uma alma perfeita Quero que você perceba Quando eu não estou por perto Você é especial pra caralho Eu queria ser especial Mas eu sou uma aberração, um esquisito Que diabos é que eu estou fazendo aqui Este não é meu lugar Ela está indo embora de novo Esta fugindo Ela foge, foge, foge, foge, foge O que você quiser para te fazer feliz O que você quiser Você é especial pra caralho Eu queria ser especial Mas eu sou uma aberração, um esquisito Que diabos é que eu estou fazendo aqui Este não é meu lugar Este não é meu lugar
483	AndyNotIoME	legends never die
484	Elizabeth Suarez	I wonder if Hollies used for coprwrite infringements. Nonetheless, I like this tune.
485	유냥냥	우주를 통틀어 단연코 완벽한 곡
486	Gerald Palma	This sounds like a song for stalkers
487	Rey Angel Cleto Filo	Jajajaja Pudrete masón Mal paridA!!!!
488	Jackeline López	Siempre la escucho antes de dormir, me encantaaaaaa
489	Holly warrior Coc	2023🎉❤
490	Another Random Youtuber	What the fuck is with all these cringy just-born comments?
491	301rs	I can’t say this is my favorite song and to be honest, I was only subliminally aware of it when it was first released. But, it took a cover I heard of this song yesterday, to realize that this is a great “F”ing song! I am only sad that it took me so long to come to this conclusion. I seriously underestimated Radiohead.
492	CrissFloyd	"Gran tributo de esta banda hacia la cancion de felipe avello, salido en su album ""a Poto pelao"""
493	CrissFloyd	Felipe avello
494	Reyna Córdova	me gusta mucho cálida de vos x siempre viva la buena musica esto pasa por un clásico 🤗🤗👦😽😼😼😼👧
495	Jremiah Travis	Mood af fr
496	silly clown	thumb i’d feel like this if i was british too❤️
497	silly clown	i wanted to see ed’s haircut not you thumb
498	Me convierto	Sono un fungo uacciu ua!
499	Knight of Liberty	One of the very few songs that made me she tears the first time I listened it (the other was To Live Is To Die by Metallica)
500	Asiah DaRosa	This song tells my whole life story. Love it..
501	Brockton Ma.	That guitar scrape🤷‍♂️
502	Coryn Smith	420 years old man I still love this song
503	Guillermo Bernachea	Brillant Sound
504	Bastian Rivero	2023 i wanna perfect soul
505	Σπυρος Παπαευθυμιου	I am creep
506	Antoine Bartholome	Just born and it’s already my favourite song
507	Austin Young-Ullett	IM FEELIN CREEPY
508	I	Bad song anything on ok computer is better
509	Ke Makanon	I was in the strip club and this joint hit different...🇲🇽👽👻
510	gazybri	Who in here is 2023?
511	brown yongi	2023 and still my favorite song ever
512	RedyxPinky!	I love this song dude it feels like a beat song 😻😻
513	Benjie Better	This song makes me wanna lights cigarretes
514	Zoey	Ruuuuuuuuuuuuuuuunnnnnnnn
515	Zoey	i wish im spical but im creep im weirdo what the hell im do it here
516	Davina Missick	Pull up ,To all the weirdos out there 🤪
517	Big Boy Moves	I’m creep
518	Quincy Timson	Iam ,zorena it's to close to what I felt it's always been a favorite of mine
519	Quincy Timson	I love this song
520	el tigre	Me hace sentir un sentimiento de tristeza extrema de hecho quiero llorar sin recordar cosas feas de mi pasado
521	Sleepzy	I'm a creep, I'm a weirdo and this is still my favorite song!!
522	Pikachu[GMD]	Pinché canción toda chingona hace que se me ericen los pelos de los huevos
523	jarrod miller	Thom Yorke looks like Robert Pickton in a picture I saw --- gross (serial killer from Vancouver BC - who killed prostitutes).
524	Leo Q	I will be born in year 12,567 and I love this song since the dinosaur roamed the earth.
525	Carol Castillo	Era mi canción favorita en la vida pasada
526	Geri Smith Sparre	Nude Radiohead
527	Samuel Hurtado Quintero	Su tonada me encanta siempre la recuerdo una vez en la radio en mí juventud mientras tuve mí primer amor fue especial.Dios les bendiga
528	Claudimir Lopes	Música maravilhosa!
529	Baloney Pony	I don’t care what anyone says I threw myself of a building I didn’t float damn misleading song. Oh well don’t do what I did.
530	Jefferson Pandolfi	cara ano de 2023 e não me canso de ouvir essa música top de + top das top os cara toca muito 🤟🏻
531	Тихий Омут	вот это гармония спокойствия и свободы!!!!!
532	KreegGD	Aren't we all just creeps and weirdos?
533	Maira antonia Cabeza rosales	"Quien acá por ""la última nota""?"
534	mr y mysterious video	Im a member of radiohead and this is my second least favourite song for 30 years
535	Graham Caine	Prince's Coachella version is a worthy cover, only wish there was a studio version. Solo he dies is insane skill!
536	Pablo Ordejón	but i'm a pete i'm peter griffin holly crap this is freaking sweet i live in quahog
537	Mr_?	Damn comment section is still alive
538	Antonio	I don't care what they say, this is music
539	Antonio	This Is music!
540	Florcita Luna Campoverde	Cuando la musica tenia sentido los 90'
541	dreicolee	2023 y sigo adorando este tema es único y hermoso
542	Carol Woods	I AM STILL A WEIRDO!!🤣
543	Lilly tennant	Hey its lilly can we go in an adventure today plz✅
544	chogiwa	my fave
545	João Luciano Pinheiro Jr	What a song!
546	Martinski GM	Every now and then this song will pop up in my recommended list and i enjoy it everytime.
547	Saki :3	I was in my dad's balls i already love this song
548	smooth	Never gets old
549	RU Listening	Single mom, raising a teenage son. Sometimes he's so damn smart,. he knows everything. And I'm just a cReEp.
550	suzunari kawai	UK's Elder Brother. UKの兄貴✋
551	Лев Никоноров	Creep is truly one of the songs of all time
552	A S	i was born next week, but still my fav song after 35 years
553	A H	You are depressed, drunk, in a late one bar…. Would you sing any other song?
554	Vitor	I miss her
555	J Decker	Run run run run
556	J Decker	🧲🔩⛓⛓⚙️⚙️🪙💴💵💸💸📡🪙🚬💸📡💶🔨💵💵💵💸💸💸🔧🪪💎💎💎🪪📡📡📡🪪📡💶😅
557	J Decker	Your skin makes me cry
558	J-Drummer913	Muse is better
559	Santiago Gimenez	JAAJA y pensar que los autores odian su creacion CREACION QUE A NOSOTROS NOS REEE GUSTÓ SON UNOS CAPOS
560	PlayerChef	I was born in 2004 and being 18 couldnt feel more like recently druggin yourself up
561	Whichonespink?	I’m a stem cell and this is my favorite song
562	Darkest Serenity	I know how much he hates playing this song live but God I love it
563	Bruno Daniel	Who at 2023
564	Максим Экстрин	одна из моих любимых песен, спасибо Radiohead
565	KotaJMomo	0:07 that's one of my favorite shots ever. He looks so cool... '_'
566	Cinzia Frau	Number 1 Absolute
567	boludogames.,	Bggjdkkdjekhehekepoeu3039eijekjejennfjfiejwkwjhqkqlañlskhekeoeeikeldiej3kiekeieiekieie3i3i3i3i3i3yuei3ueujfbfo3jrhhrhhwhbebfbfjfjkjwhsbdbfbujejjfjfbebbfbhfjjejwkfjfjjejkfjjwoowyr9286dnxjxxyywuwuuekejwgwljwywkwkwhejwkwkywuwijdhdjwiiwiwiiwiuwjehdhfjfkgkzkxjfkjdjdkdozldbzbxldjdkfkxbbxldjxnxlduripdcbkflfkdhueeoidiffiriirururuurururu7riririuuu7uueiriiririririurutuiriitiriuturutuuujfkgkgkkgkgkkfkkfkfkfkjfjhrhruenwjwjwjej
568	Joots Sucks	Tengo un 1 día de recién nacido y me encanta esta cancion😀
569	Ma Ka	Me encantaaaaaaa esta canción ♥️
570	Андрей Кузьмичев	10 лайков!
571	Fabiola Corrotea	0
572	Hugh Tate	Alot of us know how we connect to this song. Whoever wrote this should have kept writing songs of this caliber
573	LAR	HAPPY NEW YEAR'S EVERYONE I LOVE ❤️ THIS SONG 🎵 MAKES ME FEEL WONDERFUL AND HAPPY NEW YEAR'S EVERYONE THANKS JERSEY CITY HEIGHTS LORETTA 💙 LOVE YOU FOREVER AND EVER LORETTA AWESOME AND HOT 🔥 AMAZING BRAVO 👏 THANKS JERSEY CITY HEIGHTS LORETTA 💙
574	Mon petit grain de sel	9.1.2023~🥀MASTERPIECE🥀 💎CHEF-D’ŒUVRE💎 une Chanson qui prend aux tripes❤️❤️❤️...de France.
575	James Hutchison	The kid had cancer...in his ass! Ate his own parents on accident...and these guys called him a crybaby!!!
576	Susan Higgins	I just read that they are getting back together Creep is my favorite song
577	Makerz	Hi
578	Juan Cordova	NOOOOOOOOOOOO Q TEMA POR DIOSSS
579	Carmem Francisca dos santos	Essa é literalmente a música que me define
580	FILM EAT	God bless
581	Wig pig 69	Man I can identify with this song I’ve always felt like I didn’t belong
582	Sigmund Duke	For the 752 million views I'm a creep too
583	LK	reminds me of that beautiful girl
584	Kamil Hakimin	Udah 2023 tapi gak bosen² sama lagu ini
585	Carlos Ali	the guitar anouncing the chorus is what gets me
586	Sweetpea	All hail.PRINCE
587	Eder Rafael Reátegui Valencia	Muy buen tema
588	Pan©ak	I can die in peace with this music...
589	DING DONG	I feel like this song was created for me and her😖
590	Anthony Frost	When I went to university, this song was in my head. And now it's ringing in my head
591	blinkue	still my favorite 2023
592	Mark	This song hits all the feels if someone you love fits that message.
593	madkittyjoey70	Great song! 😄
594	Vanessa Souza	Prefiro get free
595	Caged Guitarist	“But I’m A Crepe, I’m A Weird-Dough
596	Arthur Aguiar Estenssoro	Radiohead > bts blackpink twice
597	RUSDI RUSH M@M 806	Iwant you like in love hard nature is spesial @
598	Hazin	"""I wish I was special"" Daaym... that's got me, right here in my meow meow 🙂"
599	ALEX REFILDA	apo lagu ang ko yuang, malanguah talingo den
600	FlurryPie0	Mmmmmm yes my favorite genre: *depression*
601	J-S Giroux	still at the top of my playlist even after 30 years
602	180	"Seems like a rip off from the tune ""the air that I breathe"" by the hollies 🤯"
603	A.M.L	It's MY mental breakdown I get to pick the music
604	Yusuf Restu Prayoga	The best distortion!!!!!
605	Parker	this is one of the songs of all time
606	Benedict Baccay	Plenty of great music and songs couple of decades ago seems even more relevant on this generation which perfectly describe all their shit and non sense.
607	amogus	still favorite this song
608	Kathy Vanderschans	I love this song ❤️🧡💛💚 💙
609	T	Lololololilililo another day in the mirror go gettem tiger and all the likey pep talks
610	Zack Glickert	as someone born in the past this is still incredible ❤
611	qvack	We have just arrived at your lowly planet and you all shall be destroyed. And this is our favorite song ever.
612	cndela666	amigo que ricas que son las xs LOCO QUIERO
613	Quezia Reis	O rock e suas músicas maravilhosas 💞💞😍❤️😍😻😻💝💝
614	Miranda Andrews	I'm being birthed and this is my favourite song
615	maksim utkin	🤟
616	Jhared Allende	Esta canción es relajante da una vibra de paz y nostálgica oh no lo sé realmente ustedes siente lo mismo?
617	Sara	Lo mejor por siempre
618	Gian Ríos	La escuché de niño, la busqué durante años y cuando la encontré, me salió una lágrima de la emoción ya que no sabía inglés y no tenía idea de cómo hallarla 🥹
619	pinkmttr	I'm born today and it's still my favorite song
620	Nazwan Ali	Its 2023 and this is still legendary 🎉
621	milk	bro they made this song 14 years ago and I’m 14- I love this song so much!
622	Genial2k	still my favorite song 4ever
623	Perly Lompot	This is my favorite song of radio head
624	Casa Conrado	MANDELA EFFECT. The original video, has not many scenes of people like this one, even, in the original video, all of the scenes of people, were in slow motion. WTF and the ''R''' on the Tom's guitar, was not there
625	Behard Core	❤
626	Muriloeduardo Motta	2023
627	Isabel Landim	Amo a música e amo a banda.
628	G i s e l	.
629	andrej novak	Thank you very much, thank you very much indeed
630	Mitch Boles	I 9000 and this is still good
631	the crappy video game master	I was born in 2008 and this song has a charm I love it
632	David Thomas	Many worship this band.
633	Catia Antonellini	Eccezionali...stupendi..brano incredibile..il migliore degli ultimi 20 anni
634	ilovemushrooms 88	I wear a rain mak and hide in the bushes I'm a CREEP I'm in your back garden burgling your shed Im a weirdo
635	Toxinomic371	Pov: you just finished a bull fight
636	Chad Roberts	CMR + MCMA = 💜♾💙
637	Sad Boi	I'm a creep I'm a weirdo always hits me hard
638	Novu	Thom Yorke: I was going door-to-door telling people that “Creep” is a bad song when I found myself in a computer store. So I’m sort of sizing up the place, and all of a sudden I get this thought: What if a computer could go drive a car? Then I laughed, ’cause I got the picture of a computer drinking a pint and hanging out with his computer mates. Then all of a sudden I stopped laughing, because I got the idea of what if a computer could play guitar. I was transfixed by this idea. And that’s when I knew: We needed to do an album about that.
639	파카츄	너무 좋네요
640	Pat Hat	🎆✨🎇
641	Robert Phillips	It’s no surprise this has had so many hits…the best song of this era by far….and still as fresh as when it was released
642	Mark Davies	I was born in 84 but I'm a creep
643	tugball	I just got born 2 seconds ago and this is my favorite song❤️
644	Cloud	This song resonates with my soul
645	Bikash Dhimal	07-01-2023
646	Mena Kitsuné	This and psycho killer are the best psychopath songs ever!!! 😂
647	sylv	i,m 5 and this has will always be one of my a favourite song
648	Sam	fave Radiohead song<33
649	Ju5tin	In my Mother’s womb listening to this masterpiece.
650	Ghazy Ashidiq	So f'king special
651	valentinox._.	una buena cancion se siente lo que se quiso hacer en la cancion mas bien dicho en el tono
652	Brett Maxwell	
653	Duyquang Nguyen	Right now in 2023, it's always in my playlist
654	양촌	와~. 충격이다! 우째, 이런 싸운드가.....
655	The Real Bobo	I'm 3,489 years old today and this is still my favorite song. The memories.
656	spiky07	No e nacido y es mi cancion favorita❤
657	Grandpa’s Heartpain	I just got here
658	Santiago Andrés Caro	Y si lo intentamos de nuevo?
659	Elizabeth Rivera	Me gusta todo menos el ruido de la guitarra al coro ..🥺
660	YouTuber	Lucifer morning star 😭😭❤️❤️❤️
661	Lisbeth alexia	The best song for ever
662	Ben	Tryo
663	igor machado	Toop de mais essa música
664	Mikayuu	pipipipipipipipipi
665	o_o	I don't belong here
666	Joyce Oates	Why do we keep coming back here
667	Mostly Hated	Oml
668	Jean charles PRINCE	Comme un bon vin qui se bonnifie avec le temps
669	blooney	man it reminds me about my boyfriend that was 90 years old(joke) '
670	Lahdo	🕑🕛🕑🕞🖖😔✌
671	TobinPT	One of the best songs ever!
672	h!🧑‍🦰	I can relate quite a lot to this song🧑‍🦰.
673	Nicole Ali-Benali	Музыка -супер!
674	Adrian Perez lopez	Eres jodidamente especial
675	Cale and Pep king	I wish I was special your all so fkn special
676	agente Michy	Tengo 12 años y mi hermana la escucho y me gusta y ahora aquí estoy
677	Алексей Листов	:3
678	성주영	❤️‍🔥❤️‍🔥
679	Roblox SCPS & Playthroughs	Fun Fact: Thom Hated This Song
680	roy yuli	It was a good time..the 90's era..
681	Azlan	Now n forever
682	Iris Rivas	Beautiful voice, beautiful music. Real music!
683	Common Knowledge	Was it Guitar hero or Rockband that this song was on?.. Either way...good times.
684	Ingrid	No pierdo la fé de que algún día me la dedicarán
685	kate	im a creep
686	GoldenHair	When we are going Mars.
687	raynimrod	I’ll be born soon and this will still be my favourite song of all time <3
688	sexr	This song fucking sucks
689	Thoughts and Slayers	I still can’t believe that it was recorded in one take. And Johnny was trying to mess up the recording with those dead notes before the chorus. The band was not intending to release it as a single, but EMI decided to. “My Iron Lung” is about the meteoric success of this song and the pressure to follow it up.
690	bpdoles	Ratiohead - Crêpe
691	Elizete Dumont	Uma geração!. Como esquecer essa joia!?
692	Mike Beckberger	I'm a creep . Shisis don't tell ..
693	Faty Cuevas	Por q putas la tenía q dedicar q necesidad aaaah ptm aún así es mi canción fav ✨
694	Paula S	Best song ever for drunk weirdos Teenage weirdo forever sooo I'm 32
695	ToasterStroodlez	I came here to listen to a timeless classic from my childhood and i got exactly what i ordered.
696	Peter Villalobos	That's a lotta views,Clyde!😳 📻👴
697	MaybeAsh	im a creep 🤕
698	BLACKBOMB TATTOO	2023 and.... 🔥
699	sw174	This song is most likely a TikTok trend and i will say it makes me sick to my stomach just thinking about it being associated with that cursed site.
700	EL amogo	soy un feto de hace 1 día y esta es mi canción favortia
701	MatheusReidelas🥶	listening to this work of art in 2023, I'll be back next year 👏
702	Qosay khatib	I'm 6969 years old and its still my fav sont since i was 69 and everytime i listen to this song it makes me harder
703	Дімон Дімич	Як же схоже на москальську Маша и мєдвєді) А Ви, молодці!
704	Leonardo Bonifacio	Tu eres jodidamente especial 😞😩
705	kim	Me siento como está canción.
706	Arsen Aloyan	still no bitches...
707	Blackberry Jamboree ⭐️	I actually want to die with this song in the backround
708	decibel2023	I subscribed to you I hope you don't mind? 🌹🌹🌹👑♥️😍😘🥰💥😇💥
709	Skalman	Im 90 decades old and this is still my favorite song, ive listened to it since i was 5
710	Matthias Christian	sehr gut
711	sacha boucher	I'm 3.14159265359 light years old a.d this song is still a banger
712	Jim Oliver	SO FUCKIN SPECIAL !!......... Like my Ford Stock 😉
713	Christy Hoehn	Damn I just can’t get enough of this song.. He is so enthralled by her, her skin makes him weep —and yet there’s that rage that’s building ‘ cause she’ll always be out of his league…so heart rending and sad…. ( Do we have a baby incel here? )I cry every time I hear it.
714	Rüçhan Karakoç	men mir garibeyam
715	Erdal Kaya	It hits so many memories…
716	Mehmet Mert	Hiç türk yok yorumlarda
717	golfcart	peak white people music
718	Michele Richards	Yes, that song is still powerful and still eerily creeps me out. The royalties should be paid to every girl that had sex to get out of a room. But with Thom, the experience would've become a lovely secret.
719	Francisco Ortega arevalo	"Que maravillosa canción para describir a un chico torpe. Parece, y lo es, un poema a ""la liberación de timidez""."
720	York Goku	my son will be born tomorrow,it's already his favorite song
721	ben dbzs	I'm 625 years old
722	Rare Munoz	Anyone in the Comments, Remember playing RockBand On the WII…. 🥲🥲🥲
723	Takashi	.
724	karina	loneliness hardfucking me rn
725	Zohah	fuck bubba fr
726	Angelo Vargas	2:00
727	diego:3	La canción favorita de la que amaba lastima que le gustaban las chicas;(
728	V Pos	Yeah, times go by, but only the pain still keeps you going. Happy new year =)
729	Oniori	♥️
730	JABONK RABANI PEMUDA PANCASILA SOEDTIM PAC CILEDUG	Indonesian
731	Fabian Pinos	Hermosa y sublime música! Saludos Desde la Tierra de Diego y Lionel !
732	Zico 9321	I'm 346 Years old...this is my personal favorite Song ever
733	Catriel Fernandez	Una genialidad
