	author	comment
297	Mark Brown	I hope he was reconciled to the Creator. Amazing voice Johnny had. I first heard him in the late 60's on my dad's stereogram. Still sounds amazing in 2023.
298	Jerry Bazile	Damn....I need a tissue 🤧
299	Sky 🫂🕊️	When they nailed the hands of Christ to remind US ALL of the suffering WE ALL go through on a daily basis 🖐️🕊️
300	glen todd	The man
301	Quinn	though I respect Johnny Cash, Trent Reznor wrote it and sung it better.
302	J H	Amen
303	Ragtop rocker	God Bless Johnny Cash
304	Renato Osni Souza	👍👏👏👏👏👏👏👏👏👏
305	Anime4Life	I removed this sing laying as a promo for the “Protype” games for Xbox 360 😮
306	Hermit	damn
307	John Constable	Blimey. Have only just discovered this 🎵 It's absolutely awesome. Kinda in shock.
308	TheAndersone220	first song i learned on guitar
309	Brent Woodgate	Johnny Cash hurt Johnny Cash Hurt
310	ZER0	It's a song written by one person but owned by another, Trent said as much. Like Sinéad O'Connor owned Prince's song.... Where she cried a lot.
311	ROSS EDWARDS	Very similar to my vibe! Please check my latest country song, 'Im sure y'all like it too :) Thanks Ross https://www.youtube.com/watch?v=8FFVfIQXAoo
312	Mr. Bogs	"Someone please tell me I'm not crazy. I remember seeing this exact video many years ago. Then a few ago, when it was ""remastered"" or reuploaded to YouTube in HD format, the clips of Jesus were removed. I thought I was insane, until I had found a low quality upload on some random website. I compared the two and noted that the one on YouTube was in fact different than the original. Now, I pull up the video on YouTube and Jesus is in it again. Has anyone else recognized this?!"
313	Mike Franscell	Legend…
314	unosomes nekto	Прошлого не изменить.
315	unosomes nekto	не стать мне эмишем, вокруг гулагерные, а уехать с них денег нет
316	Gareth Marais	Played Rdr2 and thought of this song while playing as a bad Arthur. I realised that even Arthur deserves to be a good man so you best believe I did good with Arthur after
317	Francisco Robles	This song i honestly can relate to
318	Carlos Rios	Anthem.
319	Vladislav Mulgatsov	The waffle house has found it's new host.
320	david price	Book of Job meets Amazing Grace.
321	QWERT Y	Привет из России!
322	tlc1145	The greatest cover of all times. I'm glad he lived long enough to make this amazing song.
323	Eternally Thankful 3771	This video of Cash doing Trent's song is just THE most emotional I've ever gotten over a music vid - it gets me EVERY SINGLE time I watch it. I in ZERO way want to detract from the song , but I didn't like it when NIN did it...just couldn't relate so it didn't reach me...ZERO hate or disrespect...it just didn't move me because of where I was at at that time. Then I watched a video interview about Cash wanting to do the song and Trent's ok with doing so...watched the video and I was floored....truly , whole-heartedly emotional...WOW !! The video and it's message speaks for itself and needs NO explanation from me as to why it is SO powerful. The ADDED power comes from my realization that Trent , not only by giving his permission to cover the song , but the arrival of Trent himself at a place where he can acknowledge another artist's greatness with the piece AND be completely happy with letting go of the song for Johnny's legacy - it just so much about how much Trent has grown as a human being and a man - I hope he realizes the beauty , growth and accomplishment of himself in this journey. Much respect to both artists , the video director and all who made this loving achievement possible.
324	LeeLee Me	Her face. Knowing this would be his last video. Knowing first hand what he had and lost to age and time. That blink said it all. You youngsters need to remember - where we go, you too will follow. Be kind to your elders. Learn lessons from them. One day it will be you counting down the last days.
325	Jeron Boucher	Bro everytime I come here I cry🤧😪😞😞 God rest Mr. Cash's soul❤
326	G1NGEY ,	mid asf
327	Dud Bud	A little coward ass Moana be fucking bitches what's happening to your cell phones in your freaking computers oh yeah motherfukers can you say blackout compliments me see Jay Taylor and and the real you and I I am laughing my ass off stop trying to play me and stop trying to be a illuminati there's some good ones out there I'm a born one Illuminati from birth baby
328	Dud Bud	In a human trafficking ring where you freaking have you cowards freaking on it by the way don't call him fucking boxes I was friends with the guy named Boxley and he was a damn good person and I'll tell you this he wasn't like one of you fuck man we are families run together and I'm fucking real Illuminati I'm not going to hide it born Illuminati Golden Dragon motherfukers kiss my butt
329	Dud Bud	Hey why don't you little keyboard wannabes stop using freaking real ones names and stop using my grandpa's blood that you killed the freaking pretend you're a Holy Grail or whatever the hell you are damn redheaded freaking end-of-the-world game fate starting whatever the hell this is stupid idiot fucking growing crops with Gatorade thing rain thing I hate puns I hate puns I hate cuz what the fuck did the idiot make this pain thing for you couldn't kill me any other way because he fell so now you put me in a fucking game fucking ponds and made me the fucking the Bucking prize in the freaking hit in the freaking persons power that you're stealing stop trying bajm you're not him stop turning bcj stop trying to be all that guy's be yourselves I what happened when freaking El Salvador got tired of you and they made deathsquads motherfukers or freaking Romania happened and you got rid of you guys now you're doing it where you you're getting rid of the superhumans and replacing them which were not really super humans but whatever and then you replace them with you cowards motherfukers and you're using freaking hypnotism remote neural monitoring and freaking neuro-mapping and freaking brainwashing tactics in a pyramid scheme
330	J.J. Muggli	what away to go out into eternity.
331	Wyattcollecter	He's gone fast
332	David	One of the best covers ever, this is such a heart wrenching, but beautiful song. It's like a love letter, but also a reflection at the same time. Man, mixed emotions. Simply beautiful
333	Martijn Talma	promised myself not to cry. Every fucking time i hear this song. Still havent managed.
334	Iti Shruti	The way Cash sang this song, it’s like describing life in a poetry 🙏🏻❤️
335	Puppy Says HI	Man, that f'ed me up inside.
336	The Wolf Pack Show	I can't stop crying.........it sounds like he is saying goodbye.......and the painful truth is that he was😭
337	Katie Radway	I'm hoping someone can help? I'm looking for a song with this chorus and backing tune with a British rapper maybe? It's driving me crazy, please someone help! Thank you 😁
338	Phill Girard	Such a great soul searching song. I miss him a lot.......
339	FERNANDO CONTRERAS DEL ANGEL	Gracias johnny cash por está canción ❤
340	ItMadeMeSignUp	My favorite story about this song is that when Trent Reznor heard this cover, he said, well, it's Johnny's song, now.
341	Larry French	For what shall it profit a man, if he shall gain the whole world, and lose his own sole? THE HOLY BOOK Mark 8:36
342	cesar david uribe	🤣
343	StingyGeek	Words fail.
344	Zero Gravity	I cannot listen to this without getting emotional
345	Josh Moreno	🦋🖤
346	Polzzoolo Kulphel	Pain.haha
347	nazareno josé	BEAUTIFUL MUSIC
348	Mac Summer	Has anyone heard the Nine Inch Nails version?! The original singer. Wow 😲
349	C. Jackson	Powerful! 😮
350	Bill the Butcher	слезы, слезы просто слезы.
351	Samus Iran	Still here. Let me help.
352	Brittney Pearson	This is the end. I am sorry.
353	Juan Betancourt	💔❤️‍🩹🎶🛌
354	Jamie M.	he definately wasn't playing in this video... I wonder if he had trouble playing towards the end of his life. Hes making finger shaps but in no way strumming or pressing on the strings enough to actually ring out.
355	Santos	Curto demais essa fera
356	BixLives32	"Johnny and June, June and Johnny. A matched set of two unique, individuals. Each had their own song writing style, quite different from each other. June probably wrote significantly more songs than Johnny. I have not heard a song written by either of them that I did not like, ...A LOT. I have not compared their publishing catalogues, but I am fairly sure that June's songwriting was more prolific. Johnny's great talent seemed to be his impeccable taste, and ability to find superior songs. Johnny Cash was able to uniquely interpret and perform a song so that the song would forever be identified with Cash. Despite this daunting ability, other performers continue to cover Johnny's interpretations of songs written by others. (I haven't that much courage). When Johnny Cash performed a song it was his forever. One oddity in Cash's career is ""The Folsom Prison Blues"". Even today, Johnny is listed as the song's writer. Nope. The song was written by Gordon Jenkins as the ""The Second Dream - The Conductor"" on the seminal, thematic album, ""Seven Dreams"" (1954) by Gordon Jenkins on Decca. I mention this because this was THE first microgroove, long playing record to boast a contiguous theme without the usual banding between cuts (like the Beatles, Sgt Peppers). Seven Dreams was a milestone and I recommend this record , —if you can find a copy! It was released on CD, but the tapes were old and the digital master done poorly. I have a clean copy of the original Decca (""Unbreakable"") record, and have faithfully remastered it using professional gear. I wish I could give you all a copy. It remains an important record and quite enjoyable. I suspect that Johnny wrote his version of ""The Folsom Prison Blues"" shortly prior to the concert. That Cash used Gordon Jenkins music and lyrics as a vehicle for ""The Folsom Prison Blues"" was likely NOT a conscious act of plagiarism. I suspect that Johnny believed that he desperately needed new material that would relate to the prisoners and show them that he was NOT influenced by the prison authorities. Johnny simply substituted a few words to the Gordon Jenkins song, thus, forever branding the song his own. It's not important who wrote the song, but that Johnny had the taste and sense to make the song his own and appropriate for his unusual and dangerous audience. The inmate audience did NOT riot. There was even some mixing of black and white prisoners (unthinkable at that time). To a man, the inmates were well behaved and had a great time. Plus, Johnny was able to make the concert part of his personal moral statement that he felt was central to his life. Only Johnny Cash could have bought off this great performance. Any person, abused, tread upon, or who feels themselves injured, will find HEALING in Johnny and June's work. Oddly, many people thought Johnny had served prison time (not true); —probably confusing Johnny with Merle Haggard, as well as a couple of minor arrests Johnny suffered in two small southern towns while he was touring. They were errors of police judgement and Johnny was released in the morning. When touring back then, particularly in The South, most artists knew to stay close to the hotel (or private home, if they were a black artist). Jim Crow ruled for many years. If the prison officials had known about the song, I am sure they would have insisted that Cash NOT play the song. No joke, EVERYONE was scared out of their wits, prior to the concert. I am sure Johnny did not intentionally lift the song, plus, the original song was a 1 - 4 - 5 based blues. The Gordon Jenkins record was obviously an important work and heard by many people in the industry. Johnny would surely have heard the original. I have heard that Johnny financially settled with Decca and Gordon Jenkins as soon as he was informed of the plagiarism. The Folsom Prison concert was , perhaps, the bravest act of any performing artist in history. Columbia Records desperately tried to thwart the project, but Cash was intent. As he was selling a LOT of records, Johnny was able (barely) to make it all happen. The Folsom Warden and other CA State prison officials were also against the project. All the ""experts"" were predicting a riot. The movie did not show nearly the anxiety over the project. Moreover, Johnny and June were scared beyond any other concert they had performed. How Johnny and June manage to make the Folsom project happen is beyond me. If you like this music, have a listen to June's last few records, particularly, ""Press On"". The entire album works as a whole and could easily be labelled a masterpiece. ""Gatsby's Restaurant"", ""Tiffany Anastasia Lowe"" and ""I Used To Be Somebody"" are songs that I found unusually affecting and entertaining. Norman Blake's work is wonderful; —simple and pure soul. Marty Stuart is also on the record and plays as you would expect; —perfect. The album sounds like people in a living room playing and having a nice evening. There is great humour, however, there are also points at which you might find yourself crying..."
357	Steffen Würtz	Cool
358	Deborah Garcia	never never never ever as u would say...never again. it was like attempted murder to me. im dead to you now and i will never be resurrected....good luck???? i think not unless good luck is what i salvaged from a relationship gone SERIOUSLY WRONG. ONE THAT I WAS MORE THAN A FOOL TO PURSUE. ..PEOPLE ARE NOT DISPOSABLE...AT LEAST IM NOT.
359	Deborah Garcia	one day u will listen to this tom and u will remember......goodbye forever
360	ivanyurkinov	the regrets and pain felt here is directly from the loss of his partner, and best friend. when she passed away it was more then he could carry. the man died of a broken heart and would have given every thing he owned to have her back .
361	Big ‘n	Once the piano starts hitting them chords I just start sobbing 😂
362	Jonathan Jollimore	You can tell when someone pours there hart in something and it show Johnny knew his time was coming to an end and Trent's lyrics are pure hart
363	Jdog5755	IMO losing Jonny cash was the biggest tragedy that has befallen the human race.
364	AyBee	Very tasteful and sensible version of this song. I wish more older artists would follow that minimalistic kind of sound. That`s by far more intense and interesting.
365	Ken Meadows	This will be played at my funeral
366	Death2Weebs	You gotta get with the times
367	PC Classic Golf	Talk about an old man making a young man feel like he accomplished something major in his life! Johnny brought depth and emotion to this song which is most likely going to be known as his Swan Song. Forever JC! 🎶
368	icommitedtaxevasion	I like returning to learn this song is about addiction
369	วชิระ ลัทธิวงศกร	ผมรู้จัก คุณลุง เพราะ เพลง ของ Kenny Roger ครับ
370	Jim beam	Lets do the right thing while we have time.
371	Patrick O'Neal	I remember when this was played regularly on CMT in 2003. Clearly this video was shot before the passing of his wife, June Carter. I think this is one of the most powerful music videos ever made in ANY genre of music. I certainly think “Hurt” has become his requiem.
372	Carl grahan Gahan	He truly was is the cash the man was is good for all
373	Hurricane Floyd	This song is a bookend to life, Trent Reznor on one end and Johnny Cash on the other. Powerful in two different ways.
374	HoNeYzaBEAST	"i love how trent reznor in a interview said ""its not my song ainymore"" johnny takes this to another level of emotion just wonderfull"
375	Tim Van Hell	You always gonna be The Best !!!
376	RANDOM BUG	his finger`s not played((
377	Mark	Years of alcoholism all the people I've hurt God forgive me cause I know people wont
378	manxmark	Trent Reznor, you are a legend. To let the late JC have this proves what a pure Satanic soul you have. Hail Satan.
379	Marcos Cabrera	Te parte el medio .... 🍷
380	Bo Biel	"Old man whining about his ""empire of dirt""."
381	Ahmed IA	1:44 انكلب عبود سكيبة
382	pascalbiker	Johnny m'y héro memories 🎚️
383	Alune NutZ	"""I will keep myself, I will find a way"" Definetly hits different than when Nine Inch Nails sang it. Still hit hard, but different"
384	peteK	Johnny was a legend, but this is epic. A testament to his life.
385	jackattack20000	"I love how Trent Reznor ever so graciously said ""That is Johnnys song now"""
386	Chay Nerual	JC we will always enjoy this song. Much thanks. Also Trent we love you too.
387	Soulbear42	not even a moment of mattered i cant live up to that.
388	Soulbear42	what have i become?
389	Soulbear42	Alas it did not happen but if it was needed oooo mama would it of ever been Mister Cash's song.
390	Soulbear42	Mister Cash likes your song. Watch as it becomes his. Trent and company just smile and agree.
391	Soulbear42	Mister Cash...
392	Michael Meneses	This was my grandfathers favorite song now it helps me cope with him being gone. I miss you papa
393	Dinosaur	yippie i oh yippie i ay
394	Tamás Tóth	brave, true man...
395	cavsh00ter	man this hits home
396	Jim F	I never liked this song...but its only due to not wanting to face my own longevity
397	Marvylene Regahal	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way
398	WhiteWolf77	What have I become? A crazy ugly pos
399	John Olsen	Without knowing it, Trent Reznor wrote this song for Johnny Cash
400	empty happily	“Full of broken thoughts”
401	Agus Del Rio	Fuck, this song hurts.
402	citrus_blonde	Words cannot how great this song is 😭❤️
403	Ann Margareet	Wow ! When he stops singing…
404	boneyard rescue	me when i stub my toe on the corner of the bed
405	Steven Wolf	10 inch nails, said he owed this song by his performance of it.
406	Julien Harold	https://youtu.be/TMX5Uzh9u0c
407	Robert Felsing	This isn’t just a song, it’s a moment in time that cannot be repeated. Only Johnny Cash could have sung this song the way he did, and he could only sing it the way he did after a lifetime of being Johnny Cash. God bless Trent Reznor for giving him the platform to do so.
408	soares9	Yunk Vino🖤
409	Gerry Bozarth	Considering that Trent Reznor didn't write this song specifically for Johnny it sure fit his life story.
410	migel	Джонни Кэш в сердце
411	IHAVESTRENGTH	wait im so confused i swear johnny cash died 2003 🤔
412	Tony Sanders	Rip Johnny cash
413	Patrik Almasi	The truth of the life
414	carlos julierme	Cadê os BR escutando essa obra de arte?
415	Darren Kearns	Fantastic
416	Michael Mannucci	The comment section is full of NIN fans who desperately need to let everyone know Cash didn’t write it. Like, ok, we get it! I mean, I think this cover shows that there’s more to a good song than good lyrics. The original isn’t a very good song. Cash took the good lyrics and general structure and made a good song. *ducks from all the angry NIN fans*
417	mkrool	honestly one of the best covers of a nin song ever but i still prefer the original
418	Stan99reborn	Remember when this song wasn’t here at all on YouTube
419	stankaa	Better dead..
420	Lynn	Johnny, Thank you for all the GREAT music you left us in your short time on earth. You and your music will go on forever. We've played these songs to our sons and daughters and they will play it to their sons and daughters. Your music will never die.
421	E Jan	Live your life well, obey God and pray so that you do not have to regret in the end. And when you stumble, humbly take God's hand and rise again.
422	Matt's productions	2:57 This scene is probably the clearest window into his soul you can quite literally see the emptiness in his face
423	Jaechell	bruh this song is absolute dogshit
424	Nandha Thiyagarajan	brings me to tears, every single time. So pure.
425	Jamie Waitai	I wrote this song severe for Jonny, down to the sound of the lips and Tung.
426	Hoodieboy	i see this as cash seeing god and ready to leave us he knew his time was up and he wasnt gonna waste any time
427	Javier Ulises Becerril Esparza	I didn't like the religious references, this got nothing to do with it
428	Cardinal 800,000 Dead, or Roy D Davis	The state cultivating the pig('s) farm Dov'è l'amore - Youtube (Time?).. Private Dancer (2015 Remaster) - YouTube (Garth)
429	Cardinal 800,000 Dead, or Roy D Davis	"""You're a Fair I see, Get in and I'll take you for a ride for a while."" (Circa?).. ""Talking about Zuckerburger F******?"". https://www.youtube.com/watch?v=d_bS8G9u98A"
430	Cardinal 800,000 Dead, or Roy D Davis	The Feelings of an Evil Spirit?.. (Vices and Virtues (Choice)) Hope, and junior's College of Dummies. Fate is a Stoic principal, influence, or term, and “diversity is the way of Christ”
431	Per Østgaard	Brown eyes. A tendency to punish themselves.
432	Randy hernandez	This version made me cry
433	Dr D.	So damn good, it should be on a probe send out to the universe so aliens could eventually get a glimpse of humanity.
434	Jay	I was born in 77 in ulster, I lost m dad in 83. My mum listen to cash. I send it to my daughter when Ave had to mch sometimes... Cheers Jonny 🍻
435	ZAJ	I remember my mom being a fan of Cash. Lately I have been thinking about her again. Because despite the fact she walked out of my life with no regard for the family she was tearing apart, and how much I hate that she did that to me... I still loved her. And I've found myself tearing up sometimes when I listen to this song because, it's such a profound expression of regret and yearning. Often I've found myself struggling with the hole left inside of me because of my mom. It's led me down an unstable road due to how that deep loss struck my mental health. My mom might be someone else now. But I'm still here, right now, and I want to become something better despite how I lost her. I truly want to be someone better than what losing her the way I did had made me into. I end up drawn to this song, because I've done a lot of things to make people hurt, done things that I deeply regret, and I always yearn to start anew somehow. I want to find a way, like that closing lyric. It's strange how a song by an artist that my estranged mother loved, has still found such a deep comforting connection to me. It's simply reassuring, humbling, and profound.
436	Ghost	Pain.
437	Bo Biel	Whining old man.
438	akiraakai	"I love watching ""first time reactions"" to this. NO ONE is ever ready for how powerful it is."
439	Thumper	"Served with a Grandson "" Serg. Michael Anthony Cash Rock on bro hope things worked out when We left Veteran'sVillage those drunk nites at 6 th streetpub Much Luv Brother'sKeeper till da end 141 Bravo Comp🤟👃👈"
440	Stone Khan	I love this song
441	SpaceSchizo	Every time I Fedpost...
442	Qwerty Qwerty	!!!
443	Jim Scouten	Best video ever recorded! Amazing how Johnny Cash found this song to leave this world and Trent gave it to him. Simply poetic, simply beautiful!
444	Karam SIMAAN  كرم سمعان	Very inhabitants
445	Edith Gonzalez	20 years later and this song will still hit deep. Just one year before he was gone. Just a deep video and song to his story.
446	Tjna	Hi I.ast t ime I seen u was at dad's shop...styflvomr
447	rambles	There are a few songs that make me cry with this being one of them. Its beautiful and a masterpiece. I find it difficult to listen to as i think of my grandfather when i hear it
448	David Newby	At some point I reached an age where the universe started to take away more than it gave me.
449	Phil Gioldasis	money on mind vs woman Unforgiven
450	Freetothink	Even in his frail old age, Johnny was just as rugged and real as he ever was.
451	Kim Starling	😭💙🥲
452	"Σπύρος Αντωνίου ""αξιοπρέπεια"""	"words are few as I see you,,,""father"""
453	Tony Sanders	Who miss johnny cash I do 👇
454	T	Remember not good bye. See you later.... Remember be good to yourself and those around you and remember Johnny knows....
455	RiderDiago LibreLibre	Logan... you still have time 🥺
456	Katy Rockett	I'm still here johnny
457	waine ferguson	is this John Frusciante playing guitar?
458	Ng Yii Han	"Was Just trying to listen to awesome song, and people keep debating about ""orignal or cover"", imo JUST ENJOY MUSIC?"
459	Сергей Петров	i play this after stroking my shi and realizing the error of my ways
460	The Scoundrels	I think this is the only song that can consistently make me feel something other than a positive emotion. I can listen to all the hype music or happy music I want, but this is consistently the only song that can make me tear up just listening to it... thank you johnny.
461	xKRougeKx	R.I.P Cash
462	Cleo Menezes	Música da série pessoas de interesse top 👊👊👊👊
463	No One	Mr john I lower my cap... sir .
464	Nolxve 25	😔
465	No One	Wow
466	Nolxve 25	She hates me
467	Francis Muñoz Coll	Today this hits diferent, i will miss you always
468	Saad X	حيل حزينه 💔
469	AZEIO瘋	Woahhh
470	Bill Roderts	I WROTE A NEW SOMG CALLED EATING ALL OF MAKING SOULS AMD LEAVE NOTHING BUT THEIR SHAME AND BROKEN BONE OALL ALL MANKIND LOVE AND HATE EVIL WAS NOT MADE BUT BORN TO THE EVIL ONES FROM THE BEGGING SO BUT IN A NUMBER OF YEARS ALL THE EVIL WILL BE PUT THERE FOR ALL TO ZEE SAD!!!
471	David Balderston	I lived with a friend for six years that struggled with drug and alcohol addiction in his attempt to escape his demons. He finally ended his life on an early Sunday morning on September 21, 2020. I found his lifeless body hanging in the garage when I went to let his Siberian Husky out into the backyard. A permanent solution to a temporary problem. If you are having the same problems get help while there is still time
472	alf Blizz	maybe the best cover ever......long live JC....long live NIN
473	The Anti-Emo Emo Schizophrenic Smoker	1:42 (what does that mean to you?)
474	Rerum Trading	183,695,808th view
475	Larisse Lopes	Johnny Cash é atemporal. Perfeito, sempre!
476	Stuart Saint	"""And for my next trick... Old Town Road."""
477	herbs275	Nine Inch Nails. i loved the original version. When Johnny did this i cry, every time.
478	Melody Reeves	What a song breaks your ❤ he was a fantastic singer and man ❤
479	lw216316	Johnny was a Christian. He sang at Billy Graham meetings. So if you relate to this song because of sadness, despair, loneliness, hopelessness, regrets, addictions, failures, pain, relationship failures or any other dark emotion or experience.... please hear me... The God that Johnny knew and served loves you. He makes all things new. He even gives new hearts to those who turn to Him. He says to forget the past and look forward to an eternal future with Him in paradise. So please my friend - turn to Him.
480	Ami Tai	https://www.youtube.com/watch?v=2Z9pB4yI-BQ
481	Philip Hempsey	Powerful
482	k.rocknplayz	Crying without tears is the most painful.....
483	Matheus Rozindo	Great man and a spouse / companion, that all men dream.
484	Pancho Shark	Still heartbreaking after a hundred listens!
485	Joshua Evans	Johnny cash is the Beethoven of our generation on a personally level he knows how to make a man cry with just a song he is truly a genius
486	Alis De la ossa	❤️‍🔥
487	John Cluka	It says a lot about Johnny Cash that he does such a great cover of it that people think this is one of his Originals. I love both versions of the song
488	italo antony	I'm Grateful
489	Jody Harbin	This is hitting home currently..😔
490	Henrik Hamburgare	Me irl
491	Robert Price	This is so REAL.. there's so much SORROW and REGRET in his words. My brother died with a needle in his vein. Found him in bed dead. Always expect the unexpected. Live each day with all your heart; because it could be the last.
492	Brett Teply	With the black gloves. The Man In Black.
493	Alberta Patriot	We still love ❤️ you Johnny .
494	Arthour	I just realised he was a special guest star on columbo
495	R0CK66666	We are freed Jan. 2023
496	MightyMilkMoose	Logan
497	William Schlosser	💔❤️‍🩹
498	the profound	There's something in this song.
499	Casey Hemming	Cash owns this Reznor song now. I had tears in my eyes the 1st time I watched this at film school. Johnny's like an ice cream melting in the sun, fastly approaching the end of his life. His voice is emotional pain personified. One of the greatest songs I've ever heard. Simple, but incredibly powerful.... WOW.
500	Nicat Hacızadə	That`s incredible !!!
501	Negative Joe Hawley	Two words, Fucking Masterpiece. Rest in Peace Mr. Cash, you will be missed.
502	Max Dalton	Reznors words Cashes voice Perfect
503	Michael Martin	DAMN🤯😢
504	AltsekBUL	Our hero, our hero claims a warrior's heart...
505	Theeditor28	This song is a catharsis I can’t explain
506	mis korolowy	That not a song,this is his soul!
507	christian	I'm looking for a song by Christina Aguilera, and I find this song, is so beautiful too 😍
508	Projeto tardis	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way
509	Rodney Jensen	Stay out of f
510	Dersant	Love this song 🎶
511	Yo Kiryu Chan!!!!	I am sure this song will be a lot more relatable when I am in my 70s. Heck it's relatable now and I'm only in my 30s.
512	Robin Carter	Grandmother Just passed, I play this song and all go good memories come flooding back, i'm crying so much she was such a nice person.
513	Jhonalter José de Campos	(🇧🇷) I can't believe he passed away in 2003 a few months after his wife passed away. Is this song about regret? Is it a song of bitterness? Is it recognition? It's a message that he was it making everything transparent? It got to me. I can't believe it will be 20 years since his death!!! Não acredito que ele faleceu em 2003, alguns meses depois que sua esposa faleceu. Essa música é sobre arrependimento? É uma canção de amargura? É reconhecimento? É uma mensagem que estava deixando tudo em pratos limpos? Isso me pegou! Nem acredito que já se passaram 20 anos desde a morte dele!!!
514	Giovanni Franzetti	Wow
515	surviving to die	what this song is about ?!
516	Boston Ma Guitar	Wow
517	AtomicZeppelinMan	In these later recordings you can hear Death in his voice. Absolutely haunting.
518	ΕΛΛΗΝ	The best song i hear in my Life thanks you and hi from Hellas
519	Gregory	Without question one of the very best songs ever written and performed.
520	Velvet	Cash’s version of this song literally hurts my heart and soul. It’s like I can feel all of the emotions of his younger life at once. I’ve never experienced that from someone else’s music before. It’s something else.
521	Enak Baeken	Rick Rubin is the absolute greatest producer ever
522	Crunch Time Coaching	powerful
523	ვლადიმერ ნიკოლაიშვილი	I discovered this man so late But i so amazing Hi sing with soul
524	Anthony Beno	Trent was quoted as saying....its not my song anymore....
525	Isaac Kotlicky	When you need to cry, listen to this.
526	レウスY	From Logan
527	ZZ	We miss you Eddie So much.
528	Aryalanae	Incredible
529	n A	Sucks getting old... i hate it.
530	thedoctorzeus	Anthem for the ex-industrial midwest/Great Lakes regions...bootstraps, baby; pull 'em up!
531	XXlYoung bull Don	Eddie Guerrero
532	XXlYoung bull Don	Undertaker
533	bennington júnior	This song is beautiful and hurt💔
534	Jessie Joseph	wow.
535	j HILTON  M	Brasil 08/01/2023. só viajando nó infinito com esse música 🤘🎸🪕
536	Nikola Struhárová	"Does anyone know if the woman in framed picture shown while singing ' everyone I know goes away in the end"" is Johnny's mum?"
537	LadyGrammie 23	I just found this. Grew up in his fame era. This ripped my heart out, for him, for June and for what it brought up in me.
538	Ashley Rose Povelaitis	I have a journal of all the things you wrote to me. I read it all the time.
539	Ashley Rose Povelaitis	I listen to God took his time on you. I like it better
540	Ashley Rose Povelaitis	I wrote a prayer in my Bible and showing gratitude for your love and thanking god for us being able to get married hopefully by 11 27 2023 or 2024. Yesterday was our anniversary of being engaged. I am devastated. ❤
541	Ashley Rose Povelaitis	Thumbs down. I am a divine soul
542	sushispeak	Was this in a videogame or movie/show?
543	Neda Djenisijevic	🖤 this is beautiful.
544	Joey B	Rest In Peace legend. To anyone reading this jus know death is inevitable absorb everything around you love yous.
545	Ale Piano	"""but i remember everything"""
546	Bruno Lima	Very few times a cover beats the original, but this was one of the exceptions . RIP Mr Cash.
547	Jing Zeng	This is sad but it is what it is. People who are addicted to these stuff are being mentally damaged, which made them to be miserable. If not they would make things miserable. They deserve it as they are the causer but they would leave unrecoverable pain to whoever care for them. It means they deserve more pain than what they received
548	Phatz Domino	As a man, we can only wish we have a video like this to finish. Thank you.
549	Mvader 71	Trent said once that this isn't my song anymore. It's his.
550	Sophi Tran	“I focus on the pain the only thing that’s real “
551	Jose Antunez	🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽😎
552	El Wey	Who else is here because of popularmmos playlist
553	Lauri H.T.	"I met JC when I was 17. He and his wife's bus broke down outside Coquille Oregon ... So they came back to Coos Bay and did an impromptu concert at Marshfield High School. I was a part of a community theater that did a program called ""Little Ole Opry""... So wjen our director heard Johnny Cash was doing a show, she got all us Opry dancers down there. The house was packed, for an impromptu! Small town.. News go quick! So we're in the front row and he sees us girls all gussied up in our Opry dance dresses and calls us up! We only danced to old bluegrass songs like Foggy Mountain Breakdown and such... But the band only knew The Devil Went Down to Georgia... So we got up and danced to that 😁💕 Johnny and June were so gracious and lovely. He even signed my dance shoe after we performed. Most memorable experience in my life... Besides giving birth to my 2 beautiful children and also meeting Mikhail Barishyshikov.. And he signed my ballet shoes too! But anyways, I love Johnny Cash cuz he was so humble and sweet and just a good good man. 💛🙏 RIP"
554	Legion	OMg ive never had a song relate to my 12 years of depression compared to this
555	Genalcio Vieira	Lendas nunca morrem
556	Aldo Lascuráin moreno	Como cuando estas apunto de irte, y recuerdas que tienes aun algo muy importante que hacer
557	Telma Franco	Falo do BRASIL. Bons tempos. Tenho 65 anos. As vezes dói.
558	Giovani F	Tempo passa rápido 😞 2023
559	JB Wood	A hauntingly beautiful masterpiece. Mr Cash seems to be bearing his soul. It gives me chills whenever I hear it. It is timeless...
