old_id	author	comment	origin	category
75	Whitevaliantwarrior	🎼 It doesn't matter who you are...Great, small or tiny, burnt out with nothing to your name. No matter what you have attained or all the money, fame and riches to your name. Because in the end you take nothing with you. All will stand before their Maker, Creator of all mankind, The highest, most mighty of any & everything. ( 2 Corinthians 5:10 ) For we must all appear before the judgment seat of CHRIST, that each one may receive the things done in the body, according to what he has done, whether good or bad. ( Romans 14:12 ) So then each one of us will give an account of himself to GOD. ( Hebrews 9:27 ) And as it is appointed for men to die once, but after this the judgment 🙏 🙌 .	Hurt
77	Nathan Diaz	I’ll meet you there, if there a there	Hurt
78	The Lean Ranger!	Powerful	Hurt
79	iam_henriettajonas	After a bad breakup. I remember crying to this song in the shower	Hurt
80	Delia Art	I remember fondly riding shot gun in ol' Nelly Bell my dad's second generation f series.. radio turned up with Jonny Cash. I always say with pride to this day that I grew up with the best music ever. I wish country music was the same. Oh the good times good days. One day I'm gonna buy me a truck just like my dads travel to whever the road takes me and blast Jonny Cash on the radio..	Hurt
81	Miss Deadite	parts of this song both the NiN version and his cover are basically the relationship I have in my head with my mental illnesses. At some point I make a new mistake and they feed off of each other over and over. Never ending pain for days or weeks. I get to a point where I shut down. The pain numbs and I can function again until the next mistake and it begins again.	Hurt
82	Sheenia S.A.R.G	This song makes u cry...I haft to say this is the sadest song Johnny Cash has ever sung its sad to see him and June gone They was the best country singers they will be missed..	Hurt
83	Bastian Guerrero	One of the strongest voices ever been heared and it will still in the futre without doubt	Hurt
84	Isac Arnold	'What have I become' a fucking legend. Even though you pasted before I was even born, we all still miss, love and respect the man in black	Hurt
85	* * * Chief89 *	It is awesome.	Hurt
86	Diceman939	Yes this song will make every one with pain they have experienced in life appreciate this song and feel his pain at the same time. We’re not alone kind of feeling.	Hurt
88	Brody James	I miss you Eddie	Hurt
89	JAMES SHUTA	Actually boy named Sue	Hurt
91	Nonexistanthuman	Truly talented songwriting skills from Trent Reznor	Hurt
92	pankrockeiro	Legenda em português?	Hurt
93	Guadalupe Rubio flores	Well a Guess wey sing whar wey been hiding most of our luces whes shows closet it Pops up	Hurt
95	Neil Jessop	What a great song, very moving 😢	Hurt
96	IAmManWithTheGun	He died just one year after performing this cover…	Hurt
98	Koheleth	I know he did A LOT of dope, but I just don't think that accounts for how poorly he aged. People of his generation surely aged poorly. I mean the man only live to be 71, would've been about 70 when he filmed this, but looked and seemed every bit of 90. Today 70-year-olds certainly don't look young, but they didn't age that badly in comparison. And today you'll find many people in their 60s who look pretty damned good. And I'm talking rock stars who partied hard like Nikki Sixx and Tommy Lee, Tommy Shaw, etc. There's a quite a few who have aged really well. But people do seem to age better, not everyone, but in general. I mean, that's why you have Tom Brady playing in the NFL at 45 and other athletes--fighters even--competing professionally into their 40s. I remember when Joe Montana seemed like an old man when he went to Kansas City in his 30s. Lot of genetic luck involved for sure, but it's important to take care yourself too, but it's amazing that even those who don't still seem to age better than the generations before them. Probably a lot of stuff in environment is better today, no lead in the paint or gasoline anymore, probably lots of reasons for it.	Hurt
99	Joseph Stalin	“I stubbed my toe last night”	Hurt
100	bob cabot	when the reality of getting clean becomes art...	Hurt
101	Mobeen Patrawala	Death is a terrifying truth. It seriously makes you question the purpose of your life.	Hurt
102	Anthony Bramah	My word. A masterpiece. RIP Johnny.	Hurt
104	Paul Mchugh	Thank you to the best show on radio one ever Marc and lard x. When I heard this John peel lives on in the show !	Hurt
105	Sheldon	I cry everytime I watch this video yet I keep coming back. Just wanted to share that with completer strangers here that for some odd reason I trust you all. God bless!	Hurt
106	Sheldon	Miss this legend more today then yesterday. RIP Johnny, never forgotten🙏	Hurt
107	JxrZ	Not only does this hit hard, you can feel the pain in Johnny Cash’s voice. All the things he probably wishes he done differently, just like any human on the planet. We all have regrets. It’s sad world we live in and no matter how hard we try, we still have them. I told myself I wasn’t gonna do drugs when I seen D.A.R.E, but that was a lie. I’m clean now, but I did listen to this when I was high. You’ll never understand the word hate until you’ve hated yourself	Hurt
108	kaminznanna	wow, this hurt on a new level!	Hurt
109	Bracelets	77 light years away	Hurt
110	James Bortle	no joke	Hurt
112	Bryan James	Brought tears to my eyes	Hurt
113	Loganrp06	If you this I wish you luck in your dreams on what you want to do	Hurt
114	Deatherage	I really hope I pass on before any of my friends or family do.	Hurt
115	25 Shmeckles	This is A nine inch nails song.	Hurt
116	Marie Sipes	This song is so full of pain!	Hurt
117	Kubsztal Subsztal	"""everyone i know goes away in the end"" I can barely hold my tears back. We miss you Cash. 20 painful years since your death now."	Hurt
118	Carl	I am proud to have been here to see his life.	Hurt
119	websites w/o code	"We are blessed to have had you with us on this ""Empire of Dirt"" 🙏"	Hurt
120	Christian K	All those people borrowed from him	Hurt
121	Google Sucks	This song makes me want to loose myself in the bottle, drink myself into oblivion and forget my troubles, the hardship of getting old and all the horrors taking place in the world right now. 90 seconds to midnight! Peace now!	Hurt
123	matt frazer	Green. Music 🎶	Hurt
124	Dawid Warszawski	Legend- The King must be one but there is a two.	Hurt
125	Dawid Warszawski	Hey Johnny- Las Vegas diminish in Your Bright. Just like Elvis . All this new Vegas..ekhm Las Vegas🙂	Hurt
126	Ellie	Still good and relevant in 2023!	Hurt
127	Spec-Ops 	Johnny cash is Top G	Hurt
129	alexandra gaines	Crying	Hurt
132	James Stinedurf	i love the NIN original, but this cover is so effortlessly emotional. if you don't feel anything, you're probably dead	Hurt
133	Planetary goodness It’s universal!	Hurt Hurts my soul	Hurt
134	Saul Avila	Saber chiaroscuro con guava	Hurt
135	Florida Man Dre	The sound of a man reflecting on the long life he’s led and will soon leave behind before he take his final breath.	Hurt
136	Peace & Paua (power)	Gulp 😢 trent Reznor did it great, this guy made it feel	Hurt
137	Larry Whinnery	Johnny couldn’t have done a better song at the end of his career and life. It cuts right through the soul.	Hurt
139	Sumanta Roy	I often come back to this and wonder if that’s the last time Cash closed the case on his piano	Hurt
140	Dylan H	"""If I could start again A million miles away I would keep myself I would find a way"" Regret at a young age is one thing as there is a whole life ahead of you that has yet to be defined. The end is very different."	Hurt
141	Elysha Ray	The fact that Johnny Cash did a cover of Trent Reznors song is amazing and to hear how humble Trent was about it, bewildered is amazing in itself.	Hurt
143	David Thorton	They say there are songs floating in air just need to reach out and grab them, it also says that everyone has a song in themselves. This song was playing in the Heart of millions over the life of mankind, every one heard this song playing in there head, Trent Reznor was the first to bring it out to the world, Johnny Cash put the final touch on it,	Hurt
144	Marco Ferreira	the emotion in this song...	Hurt
145	Martin Kalmus	He were Smart Man.	Hurt
146	chaztech	thats all of us	Hurt
147	The Archangel Michael I Am #17	16“Come near me and listen to this: “From the first announcement I have not spoken in secret; at the time it happens, I am there.” And now the Sovereign Lord has sent me, endowed with his Spirit. 17This is what the Lord says— your Redeemer, the Holy One of Israel: “I am the Lord your God, who teaches you what is best for you, who directs you in the way you should go. 18If only you had paid attention to my commands, your peace would have been like a river, your well-being like the waves of the sea. 19Your descendants would have been like the sand, your children like its numberless grains; their name would never be blotted out nor destroyed from before me.” 20Leave Babylon, flee from the Babylonians! Announce this with shouts of joy and proclaim it. Send it out to the ends of the earth; say, “The Lord has redeemed his servant Jacob.” 21They did not thirst when he led them through the deserts; he made water flow for them from the rock; he split the rock and water gushed out. 22“There is no peace,” says the Lord, “for the wicked.” Q-link 17/45	Hurt
148	Benn grainger	We all lose in the end	Hurt
149	Niles	wow, simply wow	Hurt
150	HECTOR JESUS RIVERA ESPINOZA	Está canción 🎶🎼 va GENIAL en la película de LOGAN.... Ya al FINAL DE TODO👍	Hurt
151	Pablo M. Caro	This song broke my heart and soul but at the same time it's so beautiful. I don't know how to describe all the emotions that comes to me. Thanks Johnny Cash for this beautiful work of art.	Hurt
153	Martin Connors	I still cry my eyes out, when I hear this great tune. A masterpiece. This song played on the radio, after I heard about my Maternal Grandfather's death from Coronavirus 21st January 2021 aged 92. Rest In Peace Grandfather Leslie; the world is a darker place now, without you in it. Miss you so much Grandpa. Fly High and wait for me	Hurt
154	Jay Whyte	Repent and believe the gospel of Christ.. that he died for the SINS of the world was buried and rose on the third day.	Hurt
155	Jacob Dibble	skrillex deserves a footjob for this	Hurt
156	Sgt.Waffles	Nostalgia really isn't what it used to be	Hurt
157	Star Man	The only cover that will ever be justified	Hurt
158	DF T	A beautiful song from a very clever man. A man tormented in many woes good vs evil. GOD WON 🙏	Hurt
159	Trashdragon	nice song but this guy vaguely looks like hector from breaking bad	Hurt
160	Ben Wood	I was 17 when I went to a Nine inch nails concert, he played this song. It was incredible. I thought it could never be topped. Then Johnny Fuckin Cash did it, and realize it was always his song.	Hurt
161	Alexandre Masseron	"""I focus on the pain, the only think that real"""	Hurt
163	Susan Jean	Wow Johnny really made this song powerful.	Hurt
165	Woobyca	Trent Reznor said after seeing Johnny's video that the song was no longer his. I wonder if Reznor wrote this song for Johnny and never knew it...God works in mysterious ways.	Hurt
167	Andrea Padilla	It still blows my mind that he didn't write this song, it was written by Nine Inch Nails!	Hurt
168	Totally Not E	Not the biggest fan of his, but this song hits hard. Like the part I relate to is feeling like I’ll let people down and hurt them without trying. It’s the reason I have a hard letting people come close to see the mess that is underneath who I actually am.	Hurt
169	Bodacious Tness	One of the best inner-worlds of a junkie ever performed.	Hurt
170	Tony Wright	So fuking boring	Hurt
171	Robert Richard	This might be my favorite video tied to a song. Absolutely powerful and beautiful at the same time! Rip Mr cash im 38 now and I'll be rocking your music till my bitter end! Thank you for the gifts you gave to us!	Hurt
173	IroniK	Always tear up at the end.. always.	Hurt
174	Thewickedjon	pfff wow,,,	Hurt
175	David A. Gorton	"Not sure old age is survivable and livable in any meaningful way w/o Jesus. Being old and bitter is torturous, full of recrimination. Statistics for elderly suicides are 2nd in nation behind veterans. Johnny knew Jesus in early life, that early introduction to faith all but disappeared in his wild years, but allowed him to be forgiven his failures in his last years. ""I will never leave you or forsake!"" Christ Jesus"	Hurt
176	Kimberly Richard	Wow! Just wow!!	Hurt
177	bobnab	this tune destroys me like no other, my deamons, my losses my life	Hurt
178	Patriot 1974	Johnny Cash just like Nikki six both had shit fathers that sent them on the road to Self destruction thank God they found God an gave us so many years of great music	Hurt
179	Phil Richards	This is another great cover	Hurt
180	Phil Richards	He was your grandmother's favorite	Hurt
181	Renaider	"Until you (we) die , everyone goes before you. Then you leave someone when it's your turn. It's a dirty trick this life thing plays on us because if you are privileged enough to live a long life , you are also cursed enough to lose more loved ones. The best we can hope for is to enjoy them while they're here and honor their memories when they are gone. It's not all so morbid though. Life is a gift and , like everything it comes at a cost. ""I would rather have loved and lost than never loved at all"" is one of my favorite sayings. Enjoy the now."	Hurt
182	Gentry Tipton	Thank you Johnny.	Hurt
183	Richard Winter	Lovely beautiful song, true entertainer ❤️	Hurt
184	Eric Meddaugh	Me to Johnny & I remember everything....	Hurt
185	inlight2024	what you could hold in your hand will never last , what you hold in your heart will last forever	Hurt
186	David Flieger	For me, Johnny Cash is a person for whom I have deep respect, respect and humility. Even though he has already left this world, he lives on for me, lives on in my heart...	Hurt
187	Slick Robinson	Folsom prison	Hurt
188	Feral Male	Powerful.	Hurt
189	BulletTooth504	"Trent Reznor: ""This song represents a life of pain, addiction, and regret."" Johnny Cash: ""Hold my beer."""	Hurt
190	Joseph Burke	For all i've been through. For all i still go through. This is the one song that i keep thinking of in my head.	Hurt
191	Fred Jacobsen	- LOVE THAT WHICH CREATED ALL THINGS AND BE KIND TO ALL THINGS THUS CREATED - PASS IT ON	Hurt
192	Sly Mother Trucker	Better to regret something you have done, than to have never done it before........ Cash is cash irreplaceable	Hurt
194	Darius As	God may bless you all. Amen🙏	Hurt
195	carlos nei lemos dos santos	A MUSICA MAIS TRISTE DO MUNDO.	Hurt
196	Theresa Hoysic	"And I remember my dad lived to 96..."" they're all gone""..."	Hurt
197	Theresa Hoysic	Thank you to the producer who made these incredible recordings with Johnny and for...us	Hurt
198	Stellarheim	Save Johnny, disregard Cash.	Hurt
199	Lucifer	I can't stop watching this. Hard to believe Mr.Head like a hole wrote something like this!	Hurt
200	thor eric	I'm allergic to the emotions in this song ... where's the tissues	Hurt
201	thor eric	Johnny hit home runs at the end ... I love his voice and Rubin revived the GREATNESS somehow somehow got this great singer in front of a mic again.	Hurt
202	Saif Rehman	So much power in this song man. Truly a masterpiece. This song just feel like a song about life and death. You would have it all , my empire of dirt.	Hurt
203	Duxsy	I can relate to this i wont be in this cruel world much longer im going to leave	Hurt
204	lucio aburto	“My Empire of dirt” such strong words.	Hurt
205	don maclean	The piano crescendo always makes me cry!	Hurt
206	zemstone	What have I become my Swedish friend	Hurt
208	Anita Spehar	Über was singt er????	Hurt
209	Mahmoud Peighambari	pure art . one of the greatest songs ever. even its not originally from Johnny but its suit him very well. truly amazing.	Hurt
210	The Dark Knight	Logan, you still have time	Hurt
211	Lazarus	*The man in black will live on*	Hurt
212	Muffin Man	Damn.	Hurt
213	CaptSorghum	Man.	Hurt
215	Fkthe Demlibscum	It's normal and common for people to leave and move on, so welcome it... Even marriages fail, so be wise and rejoice the loss for it is your gain... What's sad, however, is to lose the one's in death that remained in your life.	Hurt
216	Dominique Pilon	HE TALK TO SATAN!!!!!!!!!!!!!! YOU STAY THE HELL AWAY FROM ME!!!!!!!! YOU EAR!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Hurt
217	Blackwolftdm	185 million views damn	Hurt
218	Blah_	I have heard this song more than a dozen times and it still chokes my throat and squeezes my heart.	Hurt
219	LiamRapsGayShi	Man I have diabetes too and to see that he died by diabetes makes me scared ngl but I had diabetes since I was 6th grade I’m graduating now! Diabetes sucks man	Hurt
220	フィリップ	so powerful...	Hurt
221	cristian lozano marin	"""Logan, still have time"" 😭"	Hurt
222	Roberto Schneider	I come back to this song every time I am sad and suffering (like now) and it’s a guaranteed cry	Hurt
223	Warren Wilson Batista	I'm a 49 year ol man filled with sadness, anger, loneliness and regret. I never had a meaningful life here on earth. If I could start again, I would fine a way	Hurt
224	Jean Michel MARTIN	Understand this song is undertand life...	Hurt
225	Vicki Gonzales	Feel this and we all wish we could go back to change the things we did and now regret!.	Hurt
226	No time like today	This song is so sad, for such a strong man he was holding on to a lot of pain	Hurt
227	Henrik Kragh	Man... 71 years old here, looks 100. What a great song.	Hurt
228	vhs1994	I'm glad he's not here to see all the bs going on in the states. Rest Easy Brother.	Hurt
229	Philip Cucci	I didn’t know he was still alive when I first saw this video. Turns out I was too late to meet him.	Hurt
231	The Animation Kingdom	What a legend! everytime I get goosebumps listening to this masterpiece.	Hurt
1	Sophie Samb	😢😢😢😢😢😢😢! Non! Je vs aime .number one....	The Winner Takes It All
2	Marika Damiano	Song that remains imprinted in the heart ♥️ and soul ❤️	The Winner Takes It All
3	Carolina Olson	I left My country in 1980 due to a civil ward I left all My good friends specifically My childhood house Were I grew up. I was so sad but now I am USA citizen And I love this country. But I still miss My childhood friends.	The Winner Takes It All
4	Son whare	Resonance	The Winner Takes It All
5	esha handayani sman1 karawang jawa barat	since my father he passed away good d i like this sings tje winner takes it all...	The Winner Takes It All
7	JAMESBONG100	They say she’s a man!	The Winner Takes It All
9	Lisa Alherez	Ali Alherz lied to you so he could keep all the money	The Winner Takes It All
10	Roey Earl	This song should be mandatory in every casino	The Winner Takes It All
11	Paco Ortega	Abba golf. Is. Famos. The. Mundial	The Winner Takes It All
13	metin karadag	What a song .......	The Winner Takes It All
14	Steve	The best Abba song.	The Winner Takes It All
16	Robert Filg	Que momento mágico do Abba e aqui estamos em 2023 curtindo e revivendo o instante feliz que passamos.	The Winner Takes It All
17	Italrish	Wow, she could really sing.	The Winner Takes It All
18	Evelyne GROLLEAU	J'adore 🌹🌹🌹	The Winner Takes It All
21	knights of ren	This is very hurting if you really understand the lyrics.	The Winner Takes It All
22	alex mirabueno	One of ABBA's best... One of my faves...until today. ABBA, a musical legend, an icon 👍! ABBA The Great 👍! Thank you for your music 👏👏👏👍❤️!	The Winner Takes It All
23	Kdevin Turner	There are some beautiful things from Sverige. Who is KORG?	The Winner Takes It All
27	Ann Pilkington	60 , lol same era, just didn't come out of it well	The Winner Takes It All
28	Edu J	The Winner Takes It All. 🙂⚘️	The Winner Takes It All
30	Stalevar	"the line - ""tell me, does she kiss, like I used to kiss you?""... sang so naturally. she really asks i she is better then her. Amazing!"	The Winner Takes It All
34	Volkan	That music touched my heart ❤️‍🩹	The Winner Takes It All
35	Sophia Marquis	So Pure, beautiful and special. ❤️	The Winner Takes It All
37	Red Clover	Still remember hearing this in Better Call Saul (S4 I believe) such a great scene	The Winner Takes It All
38	HASSAN DOUKKALI	un vainqueur est le Seigneur fils de Marie au sens où il n'a pas de père humain	The Winner Takes It All
39	Rosario Celia Bertuchi Mas	Song of my life, so beautifull but sad..... wonderfull for me, from Málaga. Spain 💝	The Winner Takes It All
40	Kerstin Wassermann	Ich hätte an Agnetha's Stelle, diesen Song nicht gesungen. Dieser Björn war für mich von Anfang an, ein Spinner.	The Winner Takes It All
41	Ed Garzzi	ABBA has a very special place in my life,,	The Winner Takes It All
42	M	When i was 13 I met a boy who I fell head over heals for. He did not want me. This still hurts after all these years... never fallen in love again.......'you must know I miss you'	The Winner Takes It All
43	Gisele Strauch	"sums up this group""s experiences in life"	The Winner Takes It All
48	JobsItStudy	Wonder Full!!!!!!!!!! ABBA......... just like Sohyang !!!!!!!	The Winner Takes It All
51	Jonathan Baxley	iive studyied this closely.youve just seen the best preformance ever given by a female preformer.	The Winner Takes It All
52	Ricardo Caldeira	AYRTON SENNA	The Winner Takes It All
53	M. Leslie	So when I studied abroad in France, I took my mom to Switzerland. She always dreamt of seeing the alps…, and I was able to give her that gift. It’s so weird that this song reminds me of jungfrau top of Europe…, anyway be safe and warm and loved this new year!	The Winner Takes It All
54	ZeroCool	My earliest memory of Abba was when I was little in the 1980s, my father had a Abba concert and music videos compilation on laserdisc. Even then I knew how powerful they become.	The Winner Takes It All
61	Alberto Villanueva Rojas	Que bella cxancion Agnetta,, te remontastes bien alto en los corazones de la gente	The Winner Takes It All
63	Madison Ponicappo	It kills me when she say 'youve come to shake my hand'	The Winner Takes It All
65	Marielle Martin	Reminds me of someone I loved very much. He's been living in another city for 25 years. Still miss him.	The Winner Takes It All
66	OJOK HERMINA	The most heart warming thing about ABBA is the courage to sing about a real life experience. I don't know how Agnetha could do it when her dream love life was falling apart, she could not know how that vulnerability was to impact so many and show them how to move on graciously after heart break. Abba the group just blessed us with their clear, clean version of ballads that any age group and any nationality could enjoy. They hit East Africa like a bombshell when we were in High School and at sixty we still rock to their golden oldies! May Yahweh bless them with His Light..,🙏🏾💕	The Winner Takes It All
67	ابن العراق	2022/12/31 Happy new year 😊	The Winner Takes It All
68	Luka unonoveseicinque	The perfect soundtrack for the Wimbledon 1980 final	The Winner Takes It All
69	allan marinay	I'm 28 and finally i knew the title of this song.. when i was a child i always heard this song playing on the radio but i didnt know the title	The Winner Takes It All
70	sole 73	Ero bimba..ora non più... canzoni come questa non tramonteranno mai❤	The Winner Takes It All
72	Сергей Безлепкин	Agnetta is a sweet creature with a wonderful voice. ABBA is the best band of the 80s.	The Winner Takes It All
74	Marc Si	Ohh it s m'y life	The Winner Takes It All
75	junjun yongyong	Beautiful voice	The Winner Takes It All
76	garden roses	2023 🥰💝 Abba for ever.	The Winner Takes It All
80	Robby Robbe	One word: EPIC❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥	The Winner Takes It All
81	Harald Sletterød	Agnteha looks pissed off and Bjorn looks very uncomfortable. I can`t imagine the awkwardness recording this music video.	The Winner Takes It All
85	josef höllenbauer	My Love departed from me last September for another guy ... this song perfectly expresses what's going on in me. (This and Yesterday from the Beatles.) One is the winner and gets everything. The other one the loser, losing all.	The Winner Takes It All
86	Kiwinz94	Born in 1963. I came back from college when I heard this song! Thanks to my grandmother born in 1916! She bought this vinile especially for me, but she loved the song too! She was from Normandy, France. Thanks my beloved grandmother, every time I hear that song, I think about the great love we had for each other! I miss you very much!	The Winner Takes It All
87	Baronstone	My goodness, I had such a crush on her back then!	The Winner Takes It All
88	Wacha	Aghnete i love foreveer	The Winner Takes It All
89	Abdelkader Boughalem	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?	The Winner Takes It All
91	Rodrigo Paolinelli	The best song fron ABBA	The Winner Takes It All
92	Armando Aldana	best most beautiful song ive ever heard !!	The Winner Takes It All
94	Anna	🥀The winner takes it all🥀 Победитель получает все I don't wanna talkЯ не хочу говоритьAbout the things we've gone throughО том, что мы прошли.Though it's hurting meПусть это меня и ранит,Now it's historyНо это в прошлом.I've played all my cardsЯ сыграла все свои карты,And that's what you've done tooТы сыграл свои.Nothing more to sayНечего больше сказать.No more ace to playНет тузов для игры. The winner takes it allПобедитель получает все,The loser standing smallПроигравший остается с малым,Beside the victoryВ стороне от победы -That's her destinyЭто её судьба. I was in your armsЯ была в твоих руках,Thinking I belonged thereДумала, я принадлежу им,I figured it made senseПредставляла, что это имеет смысл.Building me a fenceСтроила себе ограду,Думала, что буду сильной в нем,But I was a foolНо я была глупа,Playing by the rulesИграя по правилам. The gods may throw a diceБоги могут кинуть кости -Their minds as cold as iceИх мысли холодны как лед -And someone way down hereА кто-то здесь внизуLoses someone dearПотеряет кого-то дорогого.The winner takes it allПобедитель получает все,The loser has to fallПроигравший должен упасть.It's simple and it's plainВсе просто и понятно,Why should I complain.На что мне жаловаться? But tell me does she kissНо скажи мне, разве она целуетLike I used to kiss you?Так, как я тебя целовала?Does it feel the sameЧувствуешь ли ты то же,When she calls your name?Когда она называет твое имяSomewhere deep insideГде-то в глубине душиYou must know I miss youТы должен знать - мне тебя не хватает,But what can I sayНо что я могу сказать -Rules must be obeyedНужно соблюдать правила. The judges will decideСудьи решат,The likes of me abideЧто такие, как я, должны смириться,Spectators of the showСторонние наблюдателиAlways staying lowВсегда отмалчиваются.The game is on againИ игра начинается по новой -A lover or a friendЛюбовник или друг?A big thing or a smallМного или мало?The winner takes it allПобедитель получает все. I don't wanna talkЯ не хочу говорить,If it makes you feel sadЕсли это тебя расстраивает,And I understandИ я понимаю -You've come to shake my handТы пришел пожать мою руку.I apologizeИзвини,If it makes you feel badЕсли ты расстраиваешься,Seeing me so tenseВидя меня такой напряженной,No self-confidenceТакой неуверенной...But you seeНо ты же видишь...The winner takes it allПобедитель получает все,The winner takes it all...Победитель получает все...😭	The Winner Takes It All
95	Maria Duarte	Joelma do Calypso kk	The Winner Takes It All
96	TUHIRIRWE AGATHA	I cannot stop listening to this song😍😍😍😍😍😍😍😍	The Winner Takes It All
97	Jeff Edwards	She is as beautiful as her voice!!	The Winner Takes It All
98	captain howdy	I spawned 2 years after this trainwreck of a music song	The Winner Takes It All
99	Fuad Alizada	Come back and say that you love me.🎠	The Winner Takes It All
100	Susan Boyle	Yes but did you see the film see had just given birth so horrible this woman had to go through this tragic	The Winner Takes It All
101	Sylvain Gomez	Amazing song, amazing singer !	The Winner Takes It All
102	Gracie Star	There is a real sadness in her eyes. She is still breathtaking beautiful	The Winner Takes It All
104	Bouhouche Khaled	With out comment	The Winner Takes It All
105	Joseph Gilligan	I grew up with wonderful music. I was 12 in 1980. Just superb song.	The Winner Takes It All
108	Devon Medway	@2:51 is the moment!	The Winner Takes It All
109	Alexandr Věchtík	Best song from the Abba. I love this song forever.	The Winner Takes It All
110	Denise Kemp	2022, and this song still hits hard!🔥🔥🔥	The Winner Takes It All
114	leo270480	scrivete in ITALIANO CHE NUN VE CAPIMO...COMUNQUE GRANDE CANZONE	The Winner Takes It All
115	Mohamed Zebroud	You win today , you may lose tomorrow . Don’t forget this	The Winner Takes It All
119	Aidan Arnott	This song unravels every thread of my sanity without fail	The Winner Takes It All
120	David	What is also noticeable with this song is that anyone who does a cover of it just cannot carry it off like Agnetha and Abba. Same with all their songs, really	The Winner Takes It All
121	Χρυσούλα  Μιχάλα	Classic and wonderful!	The Winner Takes It All
124	L D hirantha2001	Everlasting performance ABBA❤️	The Winner Takes It All
131	Holger Schmidt	Oh Goose bumps Don't know why! At first. New hearing 🤔	The Winner Takes It All
133	Mal	The last seconds of the song I’m like : 😭😭	The Winner Takes It All
134	Maurice Toboul	Que de bon souvenirs sur cette chanson. Toute ma jeunesse sur ce groupe. merci vous resterez immortelle.	The Winner Takes It All
135	spencer thoroughman	There's so much to be said This song says it all	The Winner Takes It All
137	Christopher Maer	I think this is the best song ABBA ever made so you think?	The Winner Takes It All
140	Shirl73	I was 7 when I heard it for the first time, I found it was a very beautiful melody but something sad at the same time in this, despite I didn't know any english word at that time	The Winner Takes It All
142	Roger Gongora	For me she is the most beautiful woman in the world .	The Winner Takes It All
144	rosemary montojo	Its our behaviors immorality reputation dignity to giving fully respect to the others and all kings, even they treated us a jerk or not their tribes, thats the rules law of GOD, 🙏🙏🙏🤲🤲🤲	The Winner Takes It All
145	Mauro Arrighini	stupenda lei e la canzone	The Winner Takes It All
146	Vuk Stevovic	This song always makes me cry, because my parents divorced it was so stressful for me, my mother and my sister, but we continue to live and that is the magic of life. Be good at something, don't want so much from life and enjoy. This song always lifts me up. Although it is so sad.	The Winner Takes It All
147	Nurul Tea	@Sunlight	The Winner Takes It All
148	Carlos Santos	Pedro Fernández lo cantó en Versión Español	The Winner Takes It All
149	Eddy Moitout	Ça a du être très dur de chanter cette chanson pour Agnetha	The Winner Takes It All
152	BarryChello	as a true metal head i must say that i love this song	The Winner Takes It All
153	Sylvia paetz	ich höre den Song gerne	The Winner Takes It All
154	5T3FF13 SRAD	Gorgeous woman she is	The Winner Takes It All
158	Khais Hall	You poor souls 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥here	The Winner Takes It All
159	Parv	If you are not doing anything in your life and want to achieve this song will motivate to work not let any opportunities miss Keep working on day you will your desires	The Winner Takes It All
160	Patrick Freber	Ich liebeeeeee diiiiiiich	The Winner Takes It All
161	Titi Titi	Très bel chanson	The Winner Takes It All
163	Cheryl Star	Here after hearing this song nailed on The Voice!	The Winner Takes It All
165	sean south	Agnetha best looking women ever xxx	The Winner Takes It All
166	Joarce Fedorowicz	This is the best song of all times. I just love it.	The Winner Takes It All
