	author	comment
258	Alexandre Ribeiro	Eles criaram mas o chaves patenteou kajsdkadjak
259	Luan Marques	80 years of magic!
260	Gäbrıēł Såntïāgø	*QUE MILAGRE O SENHOR POR AQUI*
261	federica marcuz	2019?
262	Chris Ha	"BEST FILM OF ALL TIME! (Known as ""The Million Dollar Movie"") Best theme ... and I remember when Channel 9 in the NYC area had a weekly movie series called ""The Million Dollar Movie"" ... every Sunday and it played that theme song. And look what I just found: https://www.youtube.com/watch?v=BPTQRmwCOWs ... the theme is etched in my soul. Beautiful and my folks loved that movie so much it brings back loving memories of them. From the era when they knew how to produce a REAL MOVIE!"
263	Pils Nrimgaard	Vivian Leigh was the most beautiful actress to EVER grace the silver screen.
264	Edwin Yeong	Gone with the wind the great show .
265	Cristiano michel	Assistia esse filme quando era criança que bons tempos
266	Rodica Doinita	Oh my God how can she be so splendid this Vivien Leigh she's a perfect Scarlett!!!!!! A perfect film with great actors.. ..... Unforgettable 💞💞💞💞 always take a bow when I watch. Too bad we see only naked bodies and guns nowadays....no meaning no significance no nothing 😕😳😒
267	Giovani Oliveira	Dona Florinda e Professor Girafales...
268	mike89128	700 page script and 50+ speaking parts. Today it's 90 pages and 15-25 speaking parts.
269	Goldfinger	Classic. Timeless. Though I did not understand it one bit! Clark Gable!
270	karnak50	Wow..watch it every Christmas..what a film and music score. im blessed
271	Hoten Hitonokoe	wow
272	Jackie Mcmeekin	One of the greatest movies ever made. It won eleven Academy Awards! The acting is superb. And the book and movie gives one a vivid picture of the Civil War. We lost more of our men in that war than any, I believe. Thank you for the download of this beautiful song and the great scenes from the movie. I watch it often! 👍💕
273	Steve Eckstein	"OUR DEAREST DARLING GIRL, TARYN(NAMED AFTER ""TARA"") WAS ""GONE WITH THE WIND, UP TO BOSTON, THEN D.C., THEN N.Y.C. & HAS TRAVELED THE WORLD(FROM ""MACHU PISZU"" TO SOUTH AFRICA TO MADRID, TO IRELAND, LONDON & VENICE & ROME, & MORE TO COME> FACT: CHANNEL 9(WOR T.V.0 IN NEW YORK USED THIS AS IT'S THEME SONG FOR SO MANY YEARS, WHEN SIGNING OFF IN THE EARLY MORN'S."
274	Bill Fortune	Its beauty is timeless and for the ages. If you could have live the era of 40-50-60 and 70's like I have, America would be a wonder of a land to live. We have lost so much, we really have.
275	genesclean1	Ch 9 WOR TV NYC Million dollar Movie
276	Aliki Papa	"magical🎈🎈🎈 in every sense!!adoro the music!!!maestrouli mou mio♥️👼🏻👸🏼♥️mio Soulmate💎👼🏻👸🏼💎""Σ'αγαπω♥️γιατι Εισαι!!!Μονο!!!Εσυ!!!💎👼🏻👸🏼💎""puppy ζωουλα mou♥️👼🏻👸🏼♥️ποσο σε λατρευω💎👼🏻👸🏼💎..Indefinitely..💎.."
277	eli10az	The definition of a great movie is one you can watch over and over and never get tired of it. THIS is that movie.
278	Ellen Hiatt	Best film ever made!!
279	Pankaj Shah	What a movie and what a heart touching thrme!Hats off to impeccable Max Steiner who composed the finest.Vivian Leigh n suave Clarke Gable were superb.👌👌👌💐🎂
280	Jose Oms	...and one of the most racist movies of all time.
281	GAY JESUS	BEAUTIFUL! Thanks for posting!
282	Eva Raftopoulos	When I was 13 years old I first come with the wind I considered myself more oldfashioned than older americans Clark gable looked like my grandpa that died in the beginning of well suddenly .can't stop but watch this timely movie every year during the holidays.the tv stations haven't played it in years.its a classic movie that will always be rememembered as a lost movie
283	Jayne Haught	Oh my God love..love..love..
284	Luis Cartín	No es casualidad llegar escuchar la música de la mejor película en toda la historia del cine, y ver esa mujer una de las bellas estrellas de todos los tiempos. Es algo que los que amamos el buen cine hacemos por instinto.
285	wanodie	Profesor Jirafales....
286	xin xumg	Many actors in the movie have passed away.
287	Michael S	La music tres jolie
288	Jon Francois	Wonderful music. Vivienne Leigh was stunning.
289	Carlos Julier	Não queria entrar para tomar um xícara de café?
290	Freddy Richards	"""TOMORROW, IS ANOTHER DAY!"""
291	Old West	"This was also the theme song for the east coast's ""Million Dollar Movie"" which aired old movies at night...This is where I saw the original 1933 King Kong for the first time... What a peaceful time..."
292	mclas71	Olivia de Havilland, seen at 1:46, will be 102 July 1st, 2018.
293	Wolfen443	The most beautiful version of Dixie ever composed.
294	Jacklyn Morales	A must see movie before you die..... Loved it❤❤
295	Joy C	Amazing ❤❤❤
296	Albana Maliqati	realizim i shkelqyer😍😇🤗
297	emerson silva	Tema de um programa da IURD que passava na Record na madrugada dos anos 90 fechando a programação do dia
298	Idiosyncratic Stone	Does anyone know any movies/ books similar to this masterpiece which are worth reading?
299	Matthew Jones	:’)
300	tatripp	"""Tomorrow is another day"" This was such a great adaptation of a great book."
301	Sandrine Rousseau	❤️❤️❤️❤️❤️
302	Mansour Kuanyshev	I miss these times although I wasn’t even born then
303	Thomas Jr Dangos	When I was a kid movies were wholesome w/great stories along w/beautiful background music....sigh! I long for them & so thanks a lot for this.
304	Heidi Bentley	Frankly my dear I don't give a dame lol
305	Heidi Bentley	Happy Easter ya all yeeha
306	Tony Bruno	not to be confused with Lara's theme, of course
307	FER NANDO	My father favorite film
308	Carolyn Nuss	Best motion picture of all time. Loved the music score to this movie as well. Both Clark Gable & Vivien Leigh were superb in their roles. Vivien Leigh WAS Scarlett O'Hara, meaning that she was born to play that role. It was tailor made for her. Nobody else could've done the role justice the way that she did.
309	Richard Kirschenbaum	For all you GWTW fans (of which I am certainly one) Do not miss the Northrn GWTW made in 1957 called Raintree County with Monty Clift and Liz Taylor in the obvious mirror image roles. Also stars Eva Maria Saint and Lee Marvin.
310	Quico Irônico	OUTRA VEZ CAFÉ?
311	Victor Zizo	Que milagre o senhor por aqui.
312	mauricio escobar	Este film es una obra de arte, y de valor incalculable...! Preciosa! Nunca me canso de verla... 😍
313	Noveluz	...Professor Girafales... ...Dona Florinda... É um prazer vê-lo por aqui... Não quer tomar uma xícara de café? Ehh... Claro sim sim sim
314	Ice 85 lover	This is the best movie I ever watch! I don't know how to explain and I watch a lot of movies(I'm 12😊)
315	AH96	This films soundtrack is ranked #2 on AFI's 100 Years of Film Scores
316	Robert Taylor	The theme tune to Hollywood. Makes me nostalgic for all the great movies over the years.
317	Silvia Rühsen	His grandfather had been a hopeful - clap hands
318	Silvia Rühsen	Once upon a time had been a president in the united states
319	Silvia Rühsen	There is tomorrow - maybe a repeat of yesterday- at last all get an asylum
320	reg profant	Memories
321	Frederico Videos	This song reminds me of my first love! My family moved, and I never saw her again.
322	Salvatore Granata	A golden classic
323	VX G	Rhett, i love you
324	Kimberley Goodings	This song has stood the test of time, we have picked this for my mothers funeral this saturday and its soooo beautiful!
325	Yuri Satoru	E o Chaves levou 😂😂😂😂😂😂
326	Wolf Teeth	The great & true old cinema....
327	Olive Albers	To read the book, is like a history of the era and you understand the film better. It was one of the best films ever seen. But grab a copy of the book if you can find one. Excellent in all dimensions.
328	missyline02	dona florinda e professor girafales kkkkkkkkkkkkkk
329	Khushi Singh	When I am listening to this melody I always have tears in my eyes because it is so wonderful! Thank you very much for uploading this theme!
330	remi willrem	love this movie and music 1939 and still the best one
331	Joshua Lewis	"Typical, obligatory ""Am I the only one that __________ ? I'm only 5 years old!"""
332	Skeppermoon AJ	I have a music box of this
333	GC Projects	Ooo Rhett....
334	X Y	My own true love My own true love At last I've found you My own true love No lips but yours No arms but yours Will ever lead me Through Heaven's doors I roamed the Earth In search of this I knew I'd know you Know you by your kiss And by your kiss You've shown true love I'm yours forever My own true love My own true love
335	asdfgty671	i love gone with the wind; love cs
336	Geoff Wall-Davis	One of the greatest movie tunes ever.
337	Michal Zahradníček	Hi! Which orchestra is playing on this recording? From where? Thanks for your answer in advanca :)
338	GC Projects	OMG I love so much this song, thanks for upload
339	Andreas Beer	Austrians and music, sometimes a very good combination
340	Aleksandar Obradovic	What a music,what a woman,what a man!Never again.
341	Richard Moon	Thanks for this wonderful treat.
342	hello fellas	Omg
343	Saxon C	Melanie Wilkes was my favorite character
344	Steven Astley	Thumbs up for The Great Movie Ride, Hollywood Studios. RIP
345	Rattlehead V	Aaaah, the good old times playing Metal Gear on my MSX...oh shit, wrong vídeo, sorry guys
346	Norman Alvarez	Reminds me of my mom and the million dollar movie it was a TV channel used to be played in New York good old days
347	Rachel Brudenell	best film ever!
348	Renetta Yorka	An all-time great and a woman wrote the story! 🌷
349	Dragon lair	star stories stole this
350	delavalmilker	They've been pulling down statues of Confederate heroes, and banning the Confederate flag. Is this move next?
351	Courtney Croft	I had a ballet dance to this. They also play this every once in a while in front of The Great Movie Ride at Hollywood Studios and on the buses sometimes to Hollywood Studios.
352	Sender Yancey	Gone ...but not forgotten. Southerners will always be in the middle of the Civil War and the glorious, proud SOUTH !!
353	Sally Ackerley	Brindessi
354	Kimberly Klaus	Melanie-the best friend that everyone should have. I loved her character and hated that she had to die. And, if Scarlett had been born just 100 years later, she'd be CEO of a major corporation and girls everywhere would look up to her for her business sense and how she succeeded in a man's world. Maybe not for her tendency to steal other girls' fiancées, but her other qualities. And how she realized too late what real love is. Ah well, tomorrow IS another day!
355	Midi Morin	God...Vivien Leigh was definitely one of the most beautiful actresses of all time.
356	Mike Ciccio	Porta a Porta with Bruno Vespa sent me here
357	Crescent moon	Nice video great job👍👍👍👍
358	joes mecki	My Mothers (82) favorite Film.. and an early statement for Womens liberty...with an eye blinking...Never understood why she preferred the blond ;)
359	Old Kid	I watched this in high school, I was the only one that wasn't on their phone or asleep.
360	Chloe and Gabby	"I am using this clip for my writing class at the University of Idaho. I am dressing up as Scarlet O'Hara, and also showing a Youtube video of the ""Role of Women in the Civil War."" We will then use the prompts to write a diary entry regarding the role of women in the Civil War. Thanks for the beautiful music."
361	Brienne Of Tarth	This will always be my favorite movie of all the time
362	Débora Alves Aguiar	Tema da Dona Florinda e do Professor Girafalez!
363	Draco The Draconian	Crap version
364	Richard Noe	H
365	519 Forestmonk	I don't know what it is about this song. I think it's very beautiful, but it makes me very very depressed. Maybe I heard it when I was younger when something bad was happening. I've always been curious about the effect it's had on me
366	Albert Co	So nice
367	Michał Moś	Ta melodia kojarzy się z najpiękniejszymi momentami życia. Teraz tylko drugą połówkę zaprosić, zapalić świeczki i...jest TEN nastrój.
368	Esaú Carlos	É chaves caralho!
369	Rik	Immortal
370	popbottle	Gone WITH the wind..............gone WITH the wind........the Theme from Gone With the Wind.........gone WITH the wind.
371	Jiltedin2007	Frankly My Dear, I don't give a damn!
372	Richard Noe	I, m 92years old in hungary and it is impossible to forget thisi unforgottable melodies richard noe budapest
373	ChiliConQueso	Am I the only one who pictures a space shuttle launch when I hear 3:48 ?
374	Richard Cosme	awesome fantastic movie
375	Myra Tinelli	The best movie always.
376	VOULA Xatzigeorgiou	δεν υπαρχουν λογια υπεροχη ανεπαναλυπτη φοβερη ηθοποιια σε απογειωνει
377	Susan Poole	beautiful best film ever made, the actors were wonderful. scarlet and Melanie were so beautiful. made me cry. susan
378	PAMELA TAPELY	Fabulous movie and themes ageless
379	LUIGGHY Pérez-Brignoni	Marvelous !
380	James F. Harrington	Thank you Max Steiner for the most beautiful music of all time!
381	James F. Harrington	God Bless you Olivia....Happy 100th Birthday!!! We all love you!!!
382	donnell jones	love 2:45
383	m. p.	I love Gone with the Wind
384	atia jolea	قصة ملحمية رائعة
385	Carlos Inzunza	Melody beautiful!
386	DEthe5150	Happy 100th Birthday, Miss Olivia de Havilland (Melanie Hamilton)! 0:33 - 0:40, 0:52, 1:18, 1:44, 1:55, 2:14 - 2:25, 2:33, & 3:56
387	GAT Motorradreisen	Wunderschön ...
388	슝슝하	평생 기억에 남을 명작중 명작 good
389	Jury Kwt	It's my best movies ever ❤️❤️❤️❤️
390	Binho Onofre	Quem está aqui por causa do tema da Dona Florinda e Professor Girafales do programa Chaves, Chavo Del Otcho da um like! 2016
391	John Corrigan	the greatest music of all time
392	Ahmed Mody	The best music I had ever heard
393	alexandre mackenzie	tomorrow is other day ... TINLINLINNNNLIIIIIIIIIIIINNNNNNNNNNN
394	JackEnnis	VERY, very nice to tie the entire film to JUST Tara's Theme. Well done.
395	Karla Torres	<3
396	AH KIAN SING	Map
397	Leslie Weddell	Max Steiner was THE Movie composer before Bernard Hermann came along, then John Barry, John Williams, and of course, the other greats like Jerry Goldsmith Elmer Bernstein Alfred Newman Ennio Morricone's et.al.
398	Cris Pizza	O filme eterno . Perfeito .
399	Dominica Wynne	The greatest film ever, and most of the emotional scenes were left to the audience's imagination. Now it's meet, jump into bed, baby arrives, and daddy takes off. What a contrast then between then and now. Give me then anytime.
400	Paul Mollard	Proof of how certain pieces of music can give you a 'lump in the throat'!
401	k carr	Leslie Howard, actor, (Ashley Wilks), died in WWII, in 1943, when his plane was shot down, by the Luftwaffe. He died just four years after playing Ashley, in the great movie, GWTW.
402	a frickin american	Beautiful!
403	David Lamb	Wow, never fails
404	김동진	focus on black mama ㅠㅠ
405	andyknight1	Never seen the film, but adore this piece of music.
406	phillipe Alves	professor girafales?! dona Florinda?!... ... o resto vcs já conhecem !
407	OCTAVIAN DICU	Cel mai bun film al tuturor timpurilor!
408	Lucas Ferreira	lembro de chaves haha <3
409	Baji Scipio Dārayav Aurelius Julian Venizelos Nalwa	very nice
410	Izzy	greatest movie ever.love it so much.
411	Jorge Lemus	Esto sí era cine.
412	農家になり隊	奴隷制はイクナイ。とかなんらかんら言っても奴隷制に基づく騎士道の世界はうつくしいなあ。プランテーションの主は中世の貴族みたいでかっこいい
413	Thorstein Heinz	super mega ultra I like this movie...
414	Samara Bates	A true masterpiece
415	funnyguy52	To GWTW fans, I highly recommend you check out the original motion picture soundtrack album. The orchestra consisted of 100 musicians and a chorus of 100!
416	Artur Pitanga	PROFESSOR LINGUIÇA E DONA FLORINDA.
417	Leslie Seabaugh	classic music, classic movie, never it's equal
418	Maria Wiig	Cool
419	heartfire451	Nowadays despite all the technology Hollywood can't make a film near as good as this because they only want to do perverse and evil movies now.
420	Γιος του Δία	ερμη νιοτη
421	funnyguy52	The greatest of all film themes and scores. This version is not the one heard in the film. Don't know which orchestra or year this one is. It doesn't quite have the energy and warmth of the film version and the finale is a let-down, just doesn't quite work.
422	Becca Brayton	Does this remind anyone of the Great Movie Ride???
423	priebea	Never forget this movie!
424	DCBARNONE89	Hi. I love your video, thanks for sharing! This is a great film and music as well! The score is classic Hollywood mixed with the old south. Good times to thee! EML Arlington, Va.
425	Donald Bryan	Order your copy today before the Fascists ban it!!
426	Kim Dossett	Frankly, HOLLYWOOD, we don't give a DAMN!!!!!! You've made untold millions upon millions of dollars off of this movie with rereleases, videos and CD's since the original was released in 1939. Gable never got a fricken dime from the role. That's right people, not a dime. Gable was contracted to another studio at the time and they took his pay and royalty rights. Of course they are greedy bums too. Seventy fricken six years should be enough profits. Drop the copy right. Let the world enjoy this classic piece of history. You whiny,greedy bums.
427	Kim Dossett	Remember picnics under the tree that Scarlett swore to never go hungry again when I was a small boy. In Georgia. As an adult used to picnic by the water wheel and mill located in little rock arkansas. First movie filmed in color. First cuss word in a movie. A timeless classic.
428	Scarlett Kaur	✿⊱╮
429	Alexandro Augusto	MUSICA DE ENTRADA DO MEU CASAMENTO!!!!!!!
430	T-Bus	The Duprees sent me here
431	Sennin	Dona Florinda!
432	Dinho	#GirafaleseFlorinda
433	zac dolan	Tema de Dona Florinda e Professor Girafales ❤
434	角田三郎	俺が観たのは昭和３６年、１４歳の中２だった・・。感動したし音楽もよかった。映画に嵌った最初のものだろう・・、物思う年頃だったなあ・・。遠い昔だあ・・。
435	Ben Harder	Is it fair to say that old movies enlighten feelings of nostalgia within in me even though I did not grow up with them?
436	Aparecida CM	Meu filme predileto...
437	KlausGH	iBooks brought me here, more or less. You can't watch that movie and never read the book! I've seen it, it's nice, but not even a shadow of the novel.
438	katsugorou tsuruta	この曲で何度、励まされたことか
439	Gui Viana	Professor Girafales que milagre o senhor por aqui,vim lhe trazer este humilde presente!!!
440	menukjau	Legends of Hollywood. It's great to have Olivia de Havilland still with us, 98 yrs old.
441	HotCuppaCoffee	Citizen Kane. Casablanca. Gone With the Wind. The Wizard of Oz. The Godfather. The Top Five Greatest and Best Loved Movies of all time. You can argue about the order, but you'd be hard-pressed to argue the selection.
442	Margaret Kohlwes	great movie beautiful music
443	petroski	Dona Florinda e Professor girafales <3
444	lake fire	General Sherman was a war criminal he let his men loose to kill, rape, burn and rob all around him
445	Ëarendil Styles	to je krásný.. beautiful
446	NYYLand HOON	I love to listen to this music... It touches my heart to remember the past ^^
447	olivia	it's sad that I only know two people who are my age who can appreciate this movie
448	コーヒーラララ	高校時代、テストそっちのけで見てしまい、映画の素晴らしさに思いっきり感動させられた作品です。「Tomorrow is another day.（明日は明日の風が吹く）」大人になって、行き詰ったとき、支えられる言葉の一つになっています。
449	Laura Rahill	love playing this with the cross border orchestra of ireland. beautiful piece. hopefully we will play it in carnegie hall next month when we go to perform!
450	Paul Fienga	This is cinéma at its best
451	Loredana Rosi Modesti	Sempre bella anche se mi fa sentire triste. <3
452	Rodolfo	O Tema da Dona Florinda e Prof. Girafales.
453	Vera Miranda	Um belissimo filme
454	Vera Miranda	Um belissimo filme
455	Katika Tito	Love this film
456	WildDance	It´s still my favourite movie <3
457	João C.	- não gostaria de entrar pra tomar uma xicara de cafe?! - não seria muito incomodo ? - claro que não pode entrar kkkkkkkkkkkkkkkkkkkk
458	Vicente Ortiz	This reminds me of my first kiss. Best moment to kiss. #firstkissmusic
459	Blessings And Peace	beautiful music
460	funnyguy52	The greatest movie theme of all time! This version is actually the full opening theme (minus 'Dixie') and the music heard at the end of Act One. Watch the opening of the film to hear the definitive version of this music masterpiece.
461	Filipe Mateus Poly	Professor Girafales...
462	Madelyn Strickland	My love, you are my own true love.
463	Gabriela Gabi	MY FAVORITE MOVIE!!!
464	Hank SH	Chaves
465	Paco Altheia	DAT...made me cry T.T
466	Krystal Bradsher	This score is so majestic and serene its gives me chills every time I hear it.
467	Happier Abroad: Escape USA & Date Foreign Women!	I just saw this film again. the acting and high quality of it blows away anything that's made today! it puts today's movies to shame.
468	miralem 1974	the best movie for ever.
469	Olga Godin	The best and greatest picture of all times.
470	MeMyself And_I	Pure magic full of beauty.
471	ChuChu353	What a great lady Hattie McDaniel was!!!! God rest her soul!!!!
472	Hakan Aslan	Cinémagique !
473	Vicky Kiss	This is my all time fav film, I would love to walk down the aisle to this when I get married in August. What do people you think?
474	ronetteloverz	Also used as the Million Dollar Movie theme on channel 9 in New York City in the late 50's & early 60's..... when a million dollars was a big buck movie production.
475	nathan stewart	What is up with Hollywood? Are they not capable of make something so magical anymore? It's sad.
476	wearybutwilling	does anyone know who wrote the score for GWTW? Usually their are some great people who know the answers and tell me. This movie is a classic and a great one but not my favorite. It's on my top 3 list, but not #1. LOVE it THOUGH! I will watch it again even though I have seen it 11 times. This is a true classic of all time!
477	mitsuko tsuru	この時代は、映画も、音楽も素晴らしかったですねー また掘り起こして、観たいですね～～
478	guydreamr	Sweeping. Majestic.
479	황병선	지나간 나의 청춘을 되새기게 하는 이 영상과 음악! 언제 들어도 마음이 붕-떠올라 하늘을 나네요. 타라, 타라여!
480	Kevin Imp	"I 22 non mi piace sono ""francamente me ne infischio""."
481	Jose Antonio Cuevas Briseño	only the good is forever
482	moko maile	おませな中学生だった頃、アシュレ派と、船長派に別れ、熱くなった。 純な癖に、生意気な事を感じて・・・。
483	Tony Ann	oh boy , the theme gives me chills . thank you max steiner for this great melody ! :)
484	LazlosPlane	"Which, ""Philarmonic"" orchestra?? I don'/t think it's an orchestra at all."
485	DEthe5150	"Happy 100th Birthday, Vivien Leigh, you were an outstanding actress & you will always be remembered. ""Tara! Home. I'll go home, and I'll think of some way to get him back! After all, tomorrow is another day!"""
486	Abend音楽を夕暮れと共に	幼い日に映画を見て以来、スカーレットという美貌の女性と男性的なレッドバトラーその他の人間と時代背景に胸がときめきました。
487	Paul Herring	With respect, it was the American Civil War in Gone With The Wind, not the War of Independence. It's called the Revolutionary War in the USA. Even so, American actors have often portrayed other nationalities in films. It showcases the talents of all actors if they can do that and pull it off, don't you think?
488	Fina Lopez	Complicado amor ...
489	Awadea	"Oh my Goooood. I love the music, the film and the book. I saw this film when I was ten. I watched it with my mother in the late night. It was great. I love Vivian Leigh but I also like the filmseries called ""Scarlett"" with Joanne Walley-Kilmer. She plays Scarlett outstanding too. And the book Scarlett is awesome, too. I read the 1000 Sites in two days. I'm nuts I know :D"
490	labechina figue	this picture a have seen 12 times,is marvelous,and i like very much clark geable,was a very great actor,in this film was great also vivian lee,this is a magistral film
491	Tatsu1-4-4	Picture the scene: you're a director of a movie based on the American War of Independence. Now also picture that most of the main actors are British...stupid isn't it? Considering the subject matter, American actors should be used and should have been used in Gone With The Wind.
492	William Brick	Sadly no! The actress who played Bonnie was an actress named Cammie King who passed away in 2010 at the age of 76 from lung cancer.
493	Guiseppe Heat	I LOVE this movie and the book sooooooo much!
494	FyllingenOy	Dixie, the unofficial anthem of the south and the most popular song in the confederacy, was written by a northerner. It doesn't matter who wrote it, the only thing that matters is what the song is about. The same thing goes for the nationality of the actors.
495	TXRider	I was so sad when Bonnie (the character) died. :(
496	TXRider	Pardon?
497	niculae cristea	Tomorow it's another day!
498	niculae cristea	Merveilleux! Merci beaucoup, Eternal!
499	Harry Lube	That means hi in spanish!
500	SZealot	But since when was Clark Gable British? He's all American. Olivia was a British-American (duel nationality/citizenship). Get your facts right please and why are being like that? Most comments are peaceful.
501	Tatsu1-4-4	Yeah and the main actors who are all British too. Strange that really. Clark Gable, Vivian Leigh, Olivia de Havilland and Leslie Howard all playing the lead role for what is known as the most American of movies. Now that's funny.
502	Hendrick Wijaya Setiawan	Dream of peace....
503	Emily Rose	Beautiful :(
504	HM The Tsar of Russia	Frankly, my dear, I don't give a damn!
505	Daniel Kalban	Fine with me XD
506	Nolan Key	Can we just stop arguing and enjoy the music? I'm sorry if you got angry at me. But we all have views about how the Civil War started. Can't we just get along and listen to this beautiful movie score?
507	Daniel Kalban	Oh that's a bunch of BS. And two wrongs doesn't make a right. The South bullied their way for years, and they should be kept in their place still because they obviously still don't know how to act like civilized human beings.
508	Nolan Key	Did the Historians mention that the congressman was making fun of the South? I know they had their society built on Slaves. But how does that make it so they provoked the war? The North wasn't bullied by the South, The North practically ran the South and posted the unfair Tariffs in 1832 and 1828. South Carolina attempted to secede but the North scared them into coming back, So if anybody was the bully it was the North.
509	Daniel Kalban	Im sorry, but the South instigated this according to most historians. And one Southern Congressman literally BEAT a Northern one in the Capitol itself! The South brought it on itself. Besides, they hoisted themselves by their own petard by being an agrarian society built on the back of slaves. The South bullied the North, we fought back, and the South, like all bullies, ran away like a little bitch and karma was visited upon it.
510	Nolan Key	If they were getting their way the tariff wouldn't have even been released on the south and Abe Lincoln would have never gotten to be President. The North was basically bullying the South for a while and until the conflict of slavery was spoken of was when the North and the South started fighting.
511	Daniel Kalban	Sorry, but I'm speaking the truth. The South instigated it by literally firing the first shot after being spoiled brats getting their way for nearly 100 years and they reaped what they sowed: Utter Humiliation and Deserved Vilification
512	Nolan Key	I'm not a southerner and if you would study the facts I told you, You would find what I said to be correct.
513	Daniel Kalban	Sorry, but GOOD historians say otherwise. You lost. We won. Get over it.
514	Nolan Key	Sorry I was running out of characters. But with all the facts I had given you I proved that you can't truly have called the south the aggressors.
515	tessithegreat	epic book......epic movie.....
516	Daniel Kalban	"""Northern Aggression""? You were the guys who pitched a fit about losing an election, left the union, and fired the first shots! You were the aggressors!"
517	Nolan Key	This is my favorite movie score
518	ziggyboi1995	It was once a sovereign and independent nation, but we lost the War of Northern Aggression, so we had to rejoin the US, which is going to Hell in a handbasket if we don't get the National Debt under control.
519	kristi g	what do you mean 'rise again'? how has it fallen?
520	Marina Abreu	1:28 Dona Florinda Professor Girafales Não que entrar para tomar uma xícara de café? Não seria muito incomodo? Mas é claro que não!
521	Jonas Junior	Wow, BRAVO! I totally agree with you. How can we get those old times back?
522	nicolas villegas	frankly my dear, i dont give a damn
523	aditistarr	Tears come to my eyes instantly when this is played
524	FyllingenOy	What about Dixie?
525	xxIluvyouguysxx	Actually, the song was composed by Max Steiner, who was from Austria.
526	teemo	She sadly died a few weeks ago ;(
527	2Dawgz	I wonder if that baby that played Bonnie is still around. She/he's be about 75.
528	Daddy- Agario	"In Italy this song has been used as the opening music for a political TV show called ""Porta a porta"" which is aired on rai 1"
529	Leandro Carlos	enfim alguem q reconheceu a musica kk
530	Maximilian Cady	— Professor Girafales! — Dona Florinda! — Que milagre o senhor por aqui. — Vim te trazer esse humilde presente. — Não quer entrar pra tomar um xícara de café? — Não seria muito incômodo? — Ah, claro que não, pode entrar. — Depois da senhora.
531	ronetteloverz	Superman had a bit part in the movie.
532	Janette Walker	Thank you so much. Lovely memory.
533	Linda Ranches	so nostalgic....its touching...emotional!
534	extremechaser91	nella storia del cinema mondiale semmai ;))
535	Mary H	Oh Scarlett!
536	HepburnLove	The greatest movie of all time, no doubt!
537	nicolas villegas	it was ingrid bergman who was supposed to play the lead role of scarlet o hara but unfortunately she backed out because of some other film commitments and vivien leigh got the role.
538	extremechaser91	i love the intro =P
539	TheEpona92	The funny thing about wind is that what it can blow away, it can also carry back to us in time.
540	lindelandable	Don't blame the people ,blame the movie makers ,who don't have the courage to make a real movie .The kids can't watch a film that hasn't been made.
541	nicolas villegas	clark gable,vivien leigh,leslie howard,and olivia de havilland,
542	Francesca Riley	I'm welling up too. It's so emotional
543	Sophie Evans	this song just instantly makes me well up
544	Hank Lukas	we use to have a movie show on tv here in New York, t was called The Million Dollar Movie, and they used this for programs theme. I heard on that program before I foundout it was from Gone With The Wind.
545	Hank Lukas	I love this song it is so outstanding. At points powerful.
546	shirley Chandler	the music,the story ,the stars= perfection thats never been repeated!!!!
547	brookers317	dear uploader, i love you
548	AndreiTupolev	One Direction? One Dimensional more like.
549	CowNamedMuffin	As in: I can see the sequel whenever I hear this song??
550	Shirley Stafford	My utmost favorite movie
551	littleone843	Beautiful! Thanks.
552	Henrique Caldeira	Professor Girafales, o senhor por aqui?
553	Peter Pan	EternalLveStory08, Thank youuu...
554	gwtwvivien	"As much as I know, in France GWTW was first premiered in 1947... after WWII- MGM sent a copy of the film to Paris, in 1940, but Hitler stole it- This is an Historical fact, also my grandmother, who was french, told me this- ""Waterloo Bridge"" with Vivien too was premiered in 1947- In Buenos Aires where I live, GWTW was premiered September 25 1940-"
555	Nicholas McCullough	That's not exactly true. Olivia de Havilland, (born 1916) who played Melanie, is alive, as well as Mary Anderson, (born 1920) who played Maybelle Merriweather, Alicia Rhett, who played India Wilkes, and is the oldest surviving cast memeber, (born 1915), and Mickey Kuhn, (born 1932) who played Beau Wilkes, are all still alive as of 2012.
556	gwtwvivien	The filming of GWTW began on January 1939- ended in October 1939. World premiere was in Atlanta: 15 December 1939-
557	ziggyboi1995	If the South were to ever rise again, this should be its national anthem.
558	Ryan Wilson	beautiful movie and soundtrack
559	gwtwvivien	exactly vivien was 25 in GWTW, and 37 in STREETCAR- GWTW,s filming ended in october, and vivien,s birthday was on november 5th. STREETCAR was filmed in 1950- so...36 to 37-
560	plaidcarogemm	Yeah, so I've heard. Perhaps most of the movies are actually better than they look, but there are still some pretty awful ones. And I know, trust me. My friends and I are huge fans of old music, that's pretty much what we come together for. But their love mainly stretches to the Beatles and no farther, I wish it did though. And are you serious? Wow, that's just stupid. I don't know what those people do with their lives, to be fair I don't know what I do either. but just wow.....
561	CowNamedMuffin	"""I swear, as god is my witness! I'll never be hungry again."""
562	CowNamedMuffin	and yet the sequel wasn't the same...
563	zooeyhall	"""Titanic"" is DRIVEL compared to this!"
564	Clém CleClem	Salut Sophie :)
565	Isis2410	This is real Hollywood. And that is gone. There is no more creativity. Today they make remakes, endless sequels or blockbusters with no heart. With actors with little to no talent. Of course there are exceptions, and I treasure those. But I rather keep on watching Gone with the wind or Casablanca. The REAL movies.
